shipment_id,customer_id,ship_date,weight_kg,carrier
MS-2185,MC-1274,02/12/2026,2920,专线物流
MS-2186,MC-462,2025-02-02,19188,自提
MS-2187,MC-807,03/27/2024,18334,顺丰重货
MS-2188,MC-797,07-08-2026,6019,顺丰重货
MS-2189,MC-895,10/27/2025,13704,顺丰重货
MS-2190,MC-281,23-12-2026,11281,自提
MS-2191,MC-1118,05/14/2025,13577,专线物流
MS-2192,MC-140,24-09-2026,11126,自提
MS-2193,MC-498,2026-12-15,7642,顺丰重货
MS-2194,MC-1177,2024-06-27,2253,自提
MS-2195,MC-737,09/14/2024,8066,专线物流
MS-2196,MC-1027,07/13/2024,10279,顺丰重货
MS-2197,MC-21,15-11-2024,7653,专线物流
MS-2198,MC-1383,2025-05-16,8069,自提
MS-2199,MC-1259,2025-02-27,6480,德邦
MS-2200,MC-1328,10/07/2024,6055,德邦
MS-2201,MC-1359,2026-04-13,5303,德邦
MS-2202,MC-926,03-05-2026,19883,专线物流
MS-2203,MC-869,2024-04-15,8319,自提
MS-2204,MC-660,13-12-2025,8032,自提
MS-2205,MC-315,2025-02-02,8147,专线物流
MS-2206,MC-826,02/20/2024,6338,顺丰重货
MS-2207,MC-664,08/15/2026,2569,自提
MS-2208,MC-901,05/05/2025,17806,专线物流
MS-2209,MC-781,10/13/2026,14819,德邦
MS-2210,MC-441,09/13/2025,5436,专线物流
MS-2211,MC-713,2026-09-07,13417,自提
MS-2212,MC-377,12-06-2024,19149,德邦
MS-2213,MC-1230,07-11-2025,14868,顺丰重货
MS-2214,MC-648,23-02-2024,8517,顺丰重货
MS-2215,MC-137,10/04/2025,1579,自提
MS-2216,MC-1229,2024-10-10,886,自提
MS-2217,MC-578,2025-01-23,10556,顺丰重货
MS-2218,MC-1027,19-10-2024,7558,专线物流
MS-2219,MC-825,01/07/2025,9357,专线物流
MS-2220,MC-698,2025-04-21,13971,顺丰重货
MS-2221,MC-124,2024-06-24,14284,德邦
MS-2222,MC-1053,2026-02-28,6807,专线物流
MS-2223,MC-1316,15-08-2024,13958,顺丰重货
MS-2224,MC-555,2025-02-19,7939,自提
MS-2225,MC-1236,11/02/2026,5673,专线物流
MS-2226,MC-561,2025-05-27,13656,顺丰重货
MS-2227,MC-930,24-06-2024,9640,专线物流
MS-2228,MC-999,2025-06-21,4810,自提
MS-2229,MC-860,08/23/2024,17583,顺丰重货
MS-2230,MC-470,2024-07-02,6242,德邦
MS-2231,MC-776,04/22/2026,7426,顺丰重货
MS-2232,MC-1164,2026-02-09,17653,顺丰重货
MS-2233,MC-751,09/08/2026,3732,顺丰重货
MS-2234,MC-1115,2026-03-15,2411,专线物流
MS-2235,MC-35,2024-01-08,19107,德邦
MS-2236,MC-416,27-02-2025,6906,自提
MS-2237,MC-675,09/20/2026,9504,自提
MS-2238,MC-539,04/01/2025,16952,顺丰重货
MS-2239,MC-361,2026-07-09,2049,专线物流
MS-2240,MC-560,03/13/2026,11877,顺丰重货
MS-2241,MC-1092,2024-06-03,6120,自提
MS-2242,MC-678,06/21/2024,7098,德邦
MS-2243,MC-707,03/26/2025,19806,德邦
MS-2244,MC-890,2024-08-10,17770,德邦
MS-2245,MC-789,01/24/2026,10140,专线物流
MS-2246,MC-1153,2024-11-16,4385,自提
MS-2247,MC-657,01/01/2025,16708,德邦
MS-2248,MC-1291,11/23/2026,12972,顺丰重货
MS-2249,MC-563,2024-08-24,3346,专线物流
MS-2250,MC-686,2025-07-03,13052,自提
MS-2251,MC-830,05-04-2024,9730,自提
MS-2252,MC-967,05/20/2026,5168,专线物流
MS-2253,MC-581,06/22/2025,17958,专线物流
MS-2254,MC-316,19-10-2026,9041,顺丰重货
MS-2255,MC-713,2024-09-08,10926,德邦
MS-2256,MC-130,14-03-2025,6648,自提
MS-2257,MC-598,2024-06-14,7091,顺丰重货
MS-2258,MC-1163,01-05-2026,12869,自提
MS-2259,MC-1056,04-12-2024,10574,专线物流
MS-2260,MC-4,2026-09-06,17231,德邦
MS-2261,MC-139,2026-09-08,6045,德邦
MS-2262,MC-392,2026-10-03,10666,德邦
MS-2263,MC-125,2025-07-26,9826,专线物流
MS-2264,MC-1150,21-06-2025,11811,德邦
MS-2265,MC-330,2024-10-10,6316,德邦
MS-2266,MC-1149,2024-11-26,11620,自提
MS-2267,MC-15,2024-12-02,14476,顺丰重货
MS-2268,MC-363,09/24/2026,12616,德邦
MS-2269,MC-318,2026-07-06,14505,德邦
MS-2270,MC-335,2025-01-11,4024,德邦
MS-2271,MC-1222,10/17/2026,16617,顺丰重货
MS-2272,MC-1383,13-06-2025,17918,自提
MS-2273,MC-1095,2026-07-10,17219,顺丰重货
MS-2274,MC-664,2024-02-15,14648,专线物流
MS-2275,MC-26,2025-04-18,9914,顺丰重货
MS-2276,MC-309,05/13/2024,19700,专线物流
MS-2277,MC-368,08/06/2024,18225,专线物流
MS-2278,MC-380,03-04-2026,8623,自提
MS-2279,MC-953,2024-08-05,11283,专线物流
MS-2280,MC-354,07/20/2025,2396,专线物流
MS-2281,MC-786,04/13/2024,11406,自提
MS-2282,MC-543,2025-11-03,16573,自提
MS-2283,MC-1150,2025-06-26,10939,专线物流
MS-2284,MC-735,2026-08-28,6108,德邦
MS-2285,MC-750,10-05-2026,57,德邦
MS-2286,MC-1086,2025-01-04,13452,自提
MS-2287,MC-469,2025-08-25,7641,顺丰重货
MS-2288,MC-515,04-02-2025,7390,德邦
MS-2289,MC-1336,2024-08-23,368,专线物流
MS-2290,MC-1238,01/13/2024,4434,顺丰重货
MS-2291,MC-673,2026-06-24,13780,专线物流
MS-2292,MC-1392,2024-02-16,3218,自提
MS-2293,MC-814,2024-05-23,13945,专线物流
MS-2294,MC-1047,2026-11-06,19519,顺丰重货
MS-2295,MC-1180,2026-01-17,13010,顺丰重货
MS-2296,MC-386,2025-10-08,12894,顺丰重货
MS-2297,MC-122,07/21/2025,2988,顺丰重货
MS-2298,MC-574,2024-10-16,4063,专线物流
MS-2299,MC-1017,2026-08-21,7003,德邦
MS-2300,MC-445,2024-10-26,360,专线物流
MS-2301,MC-625,2025-08-16,14668,德邦
MS-2302,MC-953,03/06/2026,1593,自提
MS-2303,MC-311,2025-04-15,13651,德邦
MS-2304,MC-427,2024-09-16,3606,德邦
MS-2305,MC-1216,07/25/2026,10366,德邦
MS-2306,MC-1301,2026-10-15,17424,专线物流
MS-2307,MC-820,07/16/2024,517,自提
MS-2308,MC-1370,04-06-2026,17209,专线物流
MS-2309,MC-1069,2026-04-28,12717,德邦
MS-2310,MC-117,2025-06-13,11179,顺丰重货
MS-2311,MC-971,09/03/2024,17783,自提
MS-2312,MC-1237,09/26/2025,15500,顺丰重货
MS-2313,MC-1304,11/07/2024,15141,专线物流
MS-2314,MC-961,2024-03-05,11301,专线物流
MS-2315,MC-800,2026-02-07,10369,自提
MS-2316,MC-1126,26-10-2025,2344,自提
MS-2317,MC-984,2026-07-12,735,顺丰重货
MS-2318,MC-777,01/16/2024,16201,专线物流
MS-2319,MC-23,2026-01-16,2009,自提
MS-2320,MC-1072,2026-09-28,8438,顺丰重货
MS-2321,MC-394,12/06/2025,3474,专线物流
MS-2322,MC-1126,2025-01-01,9408,自提
MS-2323,MC-1198,12/01/2026,18374,德邦
MS-2324,MC-664,2025-11-17,10003,顺丰重货
MS-2325,MC-1319,2026-09-18,1018,顺丰重货
MS-2326,MC-1173,2026-01-08,2119,自提
MS-2327,MC-1110,2025-03-03,19790,德邦
MS-2328,MC-1240,2024-02-24,3606,德邦
MS-2329,MC-879,01/22/2025,15853,德邦
MS-2330,MC-608,2025-11-08,6231,德邦
MS-2331,MC-298,10/28/2026,3170,专线物流
MS-2332,MC-1333,2025-04-20,13914,专线物流
MS-2333,MC-651,05/26/2025,514,顺丰重货
MS-2334,MC-685,07-10-2024,2348,德邦
MS-2335,MC-1379,2024-04-26,5452,自提
MS-2336,MC-503,05/11/2025,5034,德邦
MS-2337,MC-412,2025-05-08,10414,专线物流
MS-2338,MC-1021,2024-06-10,11414,自提
MS-2339,MC-1022,2026-02-24,3346,德邦
MS-2340,MC-1047,12-07-2024,3211,德邦
MS-2341,MC-1153,2025-06-21,19529,顺丰重货
MS-2342,MC-516,02/20/2025,12113,自提
MS-2343,MC-1125,2024-06-12,6839,专线物流
MS-2344,MC-649,2026-08-15,10174,自提
MS-2345,MC-682,2026-08-23,4636,自提
MS-2346,MC-364,2026-05-27,19545,专线物流
MS-2347,MC-1051,2026-11-02,15575,德邦
MS-2348,MC-1101,2025-06-26,16017,专线物流
MS-2349,MC-1363,2026-05-03,690,顺丰重货
MS-2350,MC-1191,2024-03-12,13059,自提
MS-2351,MC-1151,01/12/2024,2230,德邦
MS-2352,MC-404,2025-05-24,12964,自提
MS-2353,MC-295,09/12/2024,3390,德邦
MS-2354,MC-1191,2024-12-18,4174,德邦
MS-2355,MC-495,09/03/2025,14644,自提
MS-2356,MC-958,2024-02-12,323,自提
MS-2357,MC-344,17-11-2026,11883,自提
MS-2358,MC-769,26-09-2024,5847,顺丰重货
MS-2359,MC-954,09/26/2026,19891,德邦
MS-2360,MC-641,08/09/2026,17720,自提
MS-2361,MC-868,12/22/2025,11339,专线物流
MS-2362,MC-1196,08/12/2024,8801,自提
MS-2363,MC-22,28-09-2026,1592,专线物流
MS-2364,MC-1187,2025-12-09,3996,德邦
MS-2365,MC-1315,2024-12-22,6904,自提
MS-2366,MC-926,2024-04-14,15565,自提
MS-2367,MC-691,2024-03-28,7870,顺丰重货
MS-2368,MC-1094,2024-07-19,13118,自提
MS-2369,MC-450,04/03/2026,17000,自提
MS-2370,MC-670,01-01-2026,1472,德邦
MS-2371,MC-350,06-08-2026,12789,德邦
MS-2372,MC-575,11-09-2025,1615,顺丰重货
MS-2373,MC-1108,2024-11-27,5943,顺丰重货
MS-2374,MC-715,10/22/2024,16618,德邦
MS-2375,MC-10,2024-08-25,16965,顺丰重货
MS-2376,MC-712,17-04-2024,9415,自提
MS-2377,MC-1000,06-10-2026,8915,自提
MS-2378,MC-1306,10/18/2025,16775,专线物流
MS-2379,MC-442,2026-08-19,15646,自提
MS-2380,MC-1083,2024-07-19,2990,专线物流
MS-2381,MC-606,08/07/2025,10625,自提
MS-2382,MC-297,2024-09-10,13749,德邦
MS-2383,MC-35,04/23/2025,5093,德邦
MS-2384,MC-352,02/04/2024,12409,专线物流
MS-2385,MC-1007,01/15/2026,3343,自提
MS-2386,MC-343,2024-04-17,5627,德邦
MS-2387,MC-356,2025-05-23,15015,德邦
MS-2388,MC-1075,2024-11-16,13532,专线物流
MS-2389,MC-847,2026-05-06,18942,自提
MS-2390,MC-972,08/12/2024,3207,顺丰重货
MS-2391,MC-1134,02/18/2026,15778,德邦
MS-2392,MC-355,12/03/2024,8425,自提
MS-2393,MC-1353,09/16/2025,13971,自提
MS-2394,MC-443,2024-10-01,2365,专线物流
MS-2395,MC-776,2024-07-11,8625,德邦
MS-2396,MC-769,04-07-2026,7858,自提
MS-2397,MC-1293,12/24/2025,12712,自提
MS-2398,MC-895,06-10-2026,12390,德邦
MS-2399,MC-899,2024-09-22,402,自提
MS-2400,MC-315,01/05/2026,11363,顺丰重货
MS-2401,MC-973,2024-11-13,8029,德邦
MS-2402,MC-4,2024-05-05,12478,顺丰重货
MS-2403,MC-1279,02-05-2024,8885,自提
MS-2404,MC-503,2026-06-22,17992,专线物流
MS-2405,MC-1289,2025-03-21,17427,顺丰重货
MS-2406,MC-1374,03/14/2025,17180,德邦
MS-2407,MC-407,2026-11-06,1571,德邦
MS-2408,MC-1202,02-09-2024,16547,德邦
MS-2409,MC-680,20-06-2024,13681,自提
MS-2410,MC-1180,2026-05-20,2468,专线物流
MS-2411,MC-484,2025-04-27,15291,专线物流
MS-2412,MC-1266,2024-07-05,4316,德邦
MS-2413,MC-873,06/11/2025,11687,德邦
MS-2414,MC-844,2026-04-16,11469,自提
MS-2415,MC-675,12/17/2024,19517,专线物流
MS-2416,MC-665,12-01-2025,16817,专线物流
MS-2417,MC-1279,17-03-2026,18321,顺丰重货
MS-2418,MC-743,2026-12-26,15572,自提
MS-2419,MC-979,13-03-2026,11871,顺丰重货
MS-2420,MC-1303,2026-01-25,229,专线物流
MS-2421,MC-646,2026-02-18,2217,顺丰重货
MS-2422,MC-689,07/06/2026,9890,专线物流
MS-2423,MC-337,2025-04-09,6692,专线物流
MS-2424,MC-863,2026-08-18,9055,德邦
MS-2425,MC-1360,2025-02-24,14036,自提
MS-2426,MC-454,2026-04-20,2262,自提
MS-2427,MC-501,01/09/2025,6396,顺丰重货
MS-2428,MC-1151,17-12-2026,6936,德邦
MS-2429,MC-10,03/07/2025,16002,顺丰重货
MS-2430,MC-708,2026-10-12,14014,专线物流
MS-2431,MC-19,09/23/2025,3678,自提
MS-2432,MC-137,2026-01-12,13384,顺丰重货
MS-2433,MC-336,11-10-2024,19348,德邦
MS-2434,MC-1171,2026-01-08,19838,专线物流
MS-2435,MC-1059,01/19/2026,10041,德邦
MS-2436,MC-461,2024-03-23,10520,自提
MS-2437,MC-335,2024-03-02,7736,德邦
MS-2438,MC-408,19-10-2026,19866,自提
MS-2439,MC-966,2025-02-12,13739,德邦
MS-2440,MC-9,2025-02-08,13794,专线物流
MS-2441,MC-807,02/17/2025,243,自提
MS-2442,MC-355,2024-07-21,16358,专线物流
MS-2443,MC-786,02/26/2024,945,自提
MS-2444,MC-808,22-01-2026,16648,专线物流
MS-2445,MC-1096,2026-09-17,7196,自提
MS-2446,MC-1363,2026-03-27,19571,自提
MS-2447,MC-460,2026-12-07,10672,专线物流
MS-2448,MC-1143,2025-01-19,17972,专线物流
MS-2449,MC-1203,07/19/2026,7947,自提
MS-2450,MC-969,2025-09-15,1538,自提
MS-2451,MC-1199,10/27/2026,7973,德邦
MS-2452,MC-1228,2025-05-24,2292,德邦
MS-2453,MC-424,06/11/2024,11131,德邦
MS-2454,MC-1259,2026-03-28,14203,德邦
MS-2455,MC-481,2026-07-21,10828,自提
MS-2456,MC-760,10-12-2024,4227,顺丰重货
MS-2457,MC-809,12/09/2024,3284,专线物流
MS-2458,MC-1024,25-06-2024,10093,专线物流
MS-2459,MC-1060,07/17/2024,2164,顺丰重货
MS-2460,MC-613,2025-03-27,13553,自提
MS-2461,MC-406,08-04-2026,1991,专线物流
MS-2462,MC-458,03-12-2024,3981,自提
MS-2463,MC-328,2025-08-17,6654,德邦
MS-2464,MC-722,2024-06-06,17796,德邦
MS-2465,MC-1236,2024-01-13,15366,自提
MS-2466,MC-475,03/03/2026,7082,德邦
MS-2467,MC-923,05/18/2025,8323,自提
MS-2468,MC-774,12-02-2025,12439,德邦
MS-2469,MC-705,08/14/2025,16371,自提
MS-2470,MC-325,2025-06-14,17254,专线物流
MS-2471,MC-1393,06-09-2024,13130,顺丰重货
MS-2472,MC-557,2024-11-19,4224,专线物流
MS-2473,MC-1285,2024-04-18,8530,专线物流
MS-2474,MC-735,12/22/2024,11548,德邦
MS-2475,MC-1293,2024-03-03,7466,顺丰重货
MS-2476,MC-117,18-09-2024,18251,专线物流
MS-2477,MC-1032,19-08-2025,16633,德邦
MS-2478,MC-35,24-04-2026,3365,专线物流
MS-2479,MC-1099,25-03-2026,13885,专线物流
MS-2480,MC-1305,2024-04-08,16402,自提
MS-2481,MC-1041,09/07/2024,10877,德邦
MS-2482,MC-966,2026-08-03,7475,顺丰重货
MS-2483,MC-761,20-04-2025,16040,自提
MS-2484,MC-1202,17-08-2025,218,专线物流
MS-2485,MC-1108,07/05/2024,4511,顺丰重货
MS-2486,MC-144,07/15/2026,14540,专线物流
MS-2487,MC-436,2025-04-06,1337,顺丰重货
MS-2488,MC-831,2025-09-17,10998,德邦
MS-2489,MC-1378,11-07-2024,601,自提
MS-2490,MC-1169,2024-05-07,1971,自提
MS-2491,MC-1082,05/12/2025,19070,专线物流
MS-2492,MC-724,2024-10-23,12175,德邦
MS-2493,MC-889,2024-12-12,6707,自提
MS-2494,MC-1361,13-01-2025,3614,顺丰重货
MS-2495,MC-803,2024-11-04,10370,自提
MS-2496,MC-707,2025-10-22,6154,德邦
MS-2497,MC-1082,11/07/2025,14896,专线物流
MS-2498,MC-1280,11/27/2024,5661,顺丰重货
MS-2499,MC-1046,2024-06-23,9726,自提
MS-2500,MC-802,2024-09-19,15295,自提
MS-2501,MC-288,2024-01-08,4069,顺丰重货
MS-2502,MC-1065,25-04-2025,517,自提
MS-2503,MC-525,2025-12-13,17558,专线物流
MS-2504,MC-557,2024-04-09,4145,自提
MS-2505,MC-1007,2026-05-04,11134,顺丰重货
MS-2506,MC-1311,2026-05-16,9741,顺丰重货
MS-2507,MC-715,06/03/2025,4173,顺丰重货
MS-2508,MC-1329,2024-03-16,15198,自提
MS-2509,MC-833,2024-03-13,8672,专线物流
MS-2510,MC-1147,05/24/2024,15093,专线物流
MS-2511,MC-1103,11/06/2026,15869,顺丰重货
MS-2512,MC-363,2024-08-19,12105,自提
MS-2513,MC-1283,2024-11-10,12333,专线物流
MS-2514,MC-307,11/27/2024,4192,自提
MS-2515,MC-1171,13-05-2024,19220,德邦
MS-2516,MC-921,2025-08-03,7789,德邦
MS-2517,MC-1351,2026-05-06,17122,自提
MS-2518,MC-1382,2026-10-14,7905,顺丰重货
MS-2519,MC-516,2025-05-10,18621,专线物流
MS-2520,MC-419,07-05-2024,6176,专线物流
MS-2521,MC-1090,17-07-2026,17165,德邦
MS-2522,MC-1228,2025-01-15,19673,自提
MS-2523,MC-1146,2025-03-23,896,顺丰重货
MS-2524,MC-1056,2026-08-04,17375,自提
MS-2525,MC-550,2025-09-14,12810,顺丰重货
MS-2526,MC-943,08-07-2026,10392,德邦
MS-2527,MC-1116,2024-03-15,1675,德邦
MS-2528,MC-6,08/10/2026,14690,自提
MS-2529,MC-1195,2025-09-12,6328,自提
MS-2530,MC-527,2026-11-16,9970,德邦
MS-2531,MC-1005,2025-02-10,15744,德邦
MS-2532,MC-608,20-02-2026,5991,专线物流
MS-2533,MC-1068,2025-05-19,6482,自提
MS-2534,MC-1126,2026-09-02,2796,德邦
MS-2535,MC-610,2026-02-01,19188,德邦
MS-2536,MC-797,02/17/2026,15835,德邦
MS-2537,MC-937,2025-10-23,6996,专线物流
MS-2538,MC-1339,2024-04-11,4537,德邦
MS-2539,MC-762,2025-12-08,19691,顺丰重货
MS-2540,MC-1232,2025-03-13,10012,顺丰重货
MS-2541,MC-311,2026-01-08,12493,顺丰重货
MS-2542,MC-296,2026-10-05,16065,专线物流
MS-2543,MC-1095,2024-12-07,551,自提
MS-2544,MC-315,03/20/2025,966,顺丰重货
MS-2545,MC-645,2025-09-26,19639,自提
MS-2546,MC-798,2026-03-09,7413,自提
MS-2547,MC-776,25-08-2026,7805,自提
MS-2548,MC-535,28-02-2025,8864,专线物流
MS-2549,MC-122,11/15/2024,6694,专线物流
MS-2550,MC-367,2024-01-07,18327,顺丰重货
MS-2551,MC-368,07/27/2026,15049,自提
MS-2552,MC-350,04/10/2025,16887,顺丰重货
MS-2553,MC-493,2024-01-22,11193,自提
MS-2554,MC-147,2024-12-17,14881,自提
MS-2555,MC-326,01/17/2024,19337,德邦
MS-2556,MC-1391,2024-05-13,9700,专线物流
MS-2557,MC-498,23-05-2026,8716,德邦
MS-2558,MC-316,04-05-2025,11097,专线物流
MS-2559,MC-1044,20-05-2026,11408,自提
MS-2560,MC-1101,2024-03-02,9452,专线物流
MS-2561,MC-320,04/20/2025,16343,专线物流
MS-2562,MC-893,2025-12-14,8175,顺丰重货
MS-2563,MC-573,2025-03-27,9238,顺丰重货
MS-2564,MC-767,2026-05-21,5395,德邦
MS-2565,MC-1386,13-09-2025,7512,专线物流
MS-2566,MC-805,10/05/2024,876,德邦
MS-2567,MC-727,2025-06-07,12720,专线物流
MS-2568,MC-899,2024-11-13,17405,专线物流
MS-2569,MC-1175,2026-10-16,2244,德邦
MS-2570,MC-696,2024-04-02,3290,自提
MS-2571,MC-356,20-02-2025,16656,自提
MS-2572,MC-680,2024-05-12,15649,专线物流
MS-2573,MC-1054,07/22/2026,8920,德邦
MS-2574,MC-498,2024-12-22,14830,顺丰重货
MS-2575,MC-1199,2026-04-20,16369,顺丰重货
MS-2576,MC-1227,01/26/2025,19901,德邦
MS-2577,MC-1107,07/20/2025,4756,自提
MS-2578,MC-558,05/09/2026,17208,自提
MS-2579,MC-832,2026-08-05,3113,顺丰重货
MS-2580,MC-1009,19-10-2026,815,自提
MS-2581,MC-560,2025-09-25,3228,专线物流
MS-2582,MC-881,2026-02-24,17474,顺丰重货
MS-2583,MC-686,28-01-2025,774,德邦
MS-2584,MC-516,01/13/2024,11878,专线物流
MS-2585,MC-793,2026-09-24,19608,德邦
MS-2586,MC-323,2025-01-23,15852,顺丰重货
MS-2587,MC-695,2026-08-06,2263,德邦
MS-2588,MC-587,2025-01-16,19013,专线物流
MS-2589,MC-646,2026-10-08,585,专线物流
MS-2590,MC-961,09/10/2025,2730,德邦
MS-2591,MC-1283,2025-02-09,1121,自提
MS-2592,MC-709,01-05-2026,2752,顺丰重货
MS-2593,MC-931,2026-05-07,8053,自提
MS-2594,MC-461,2026-01-12,18949,专线物流
MS-2595,MC-676,2024-12-03,9778,顺丰重货
MS-2596,MC-563,28-07-2025,4027,自提
MS-2597,MC-926,2026-12-13,15062,自提
MS-2598,MC-330,2024-03-19,5880,自提
MS-2599,MC-428,08/28/2026,7691,德邦
MS-2600,MC-1012,02/20/2026,12187,自提
MS-2601,MC-943,2024-12-26,3528,德邦
MS-2602,MC-448,11/10/2026,12118,德邦
MS-2603,MC-1146,11-07-2024,9114,德邦
MS-2604,MC-388,19-02-2026,12154,自提
MS-2605,MC-726,15-09-2025,14550,顺丰重货
MS-2606,MC-1081,06/10/2025,13854,专线物流
MS-2607,MC-787,22-05-2025,16997,德邦
MS-2608,MC-687,22-12-2024,914,德邦
MS-2609,MC-1256,2024-04-18,12922,德邦
MS-2610,MC-1233,09/18/2025,4354,顺丰重货
MS-2611,MC-840,11/27/2025,7983,自提
MS-2612,MC-1361,09/23/2026,17456,专线物流
MS-2613,MC-1332,2025-02-19,15616,德邦
MS-2614,MC-465,25-12-2024,13073,顺丰重货
MS-2615,MC-764,06/01/2026,8096,专线物流
MS-2616,MC-618,2025-08-09,8826,自提
MS-2617,MC-471,2026-06-17,19275,德邦
MS-2618,MC-1239,12/01/2025,4899,德邦
MS-2619,MC-401,08/05/2024,15024,顺丰重货
MS-2620,MC-1151,2026-02-21,8986,顺丰重货
MS-2621,MC-1261,09-07-2025,17103,顺丰重货
MS-2622,MC-1307,2024-12-10,3677,顺丰重货
MS-2623,MC-900,2024-04-17,6439,顺丰重货
MS-2624,MC-1216,2026-04-25,7246,顺丰重货
MS-2625,MC-373,2025-09-26,12677,专线物流
MS-2626,MC-435,05/17/2025,12538,德邦
MS-2627,MC-977,10/01/2025,4545,德邦
MS-2628,MC-301,2025-02-22,4467,专线物流
MS-2629,MC-518,2025-05-13,16954,自提
MS-2630,MC-17,2025-03-05,17411,顺丰重货
MS-2631,MC-1268,25-05-2026,16898,自提
MS-2632,MC-782,10/18/2026,8719,自提
MS-2633,MC-838,2026-09-09,16924,德邦
MS-2634,MC-584,2026-10-17,8006,自提
MS-2635,MC-1193,05/22/2024,14420,德邦
MS-2636,MC-813,08/11/2025,19311,自提
MS-2637,MC-1079,2025-10-06,16885,顺丰重货
MS-2638,MC-1099,2025-06-07,9859,自提
MS-2639,MC-671,2025-01-02,63,德邦
MS-2640,MC-376,2026-09-10,4127,专线物流
MS-2641,MC-712,03-12-2024,4033,德邦
MS-2642,MC-330,2026-06-27,16655,德邦
MS-2643,MC-1374,08/05/2025,8387,顺丰重货
MS-2644,MC-148,2026-10-07,16967,德邦
MS-2645,MC-17,2024-07-01,13105,自提
MS-2646,MC-1325,15-04-2025,6572,顺丰重货
MS-2647,MC-1213,2026-01-13,1488,自提
MS-2648,MC-607,2026-11-04,2402,自提
MS-2649,MC-411,19-07-2025,10198,专线物流
MS-2650,MC-806,2024-09-07,19049,德邦
MS-2651,MC-411,23-04-2026,9061,自提
MS-2652,MC-1023,2025-02-16,18464,德邦
MS-2653,MC-784,2026-03-04,16242,专线物流
MS-2654,MC-682,2026-12-26,7282,德邦
MS-2655,MC-679,02-06-2024,18588,德邦
MS-2656,MC-1042,2025-08-06,18386,顺丰重货
MS-2657,MC-1010,22-04-2024,19022,德邦
MS-2658,MC-1053,05/27/2026,2172,自提
MS-2659,MC-1122,2025-03-19,16430,顺丰重货
MS-2660,MC-415,21-01-2026,8122,专线物流
MS-2661,MC-1351,24-10-2025,10956,自提
MS-2662,MC-1221,17-08-2026,8808,顺丰重货
MS-2663,MC-764,03/12/2024,10024,自提
MS-2664,MC-1181,01/17/2025,13446,顺丰重货
MS-2665,MC-1049,12/15/2024,8272,自提
MS-2666,MC-572,28-07-2026,6441,自提
MS-2667,MC-300,12/03/2024,15719,自提
MS-2668,MC-287,2026-12-18,19226,专线物流
MS-2669,MC-844,06/17/2025,10971,专线物流
MS-2670,MC-816,03/23/2026,10707,顺丰重货
MS-2671,MC-769,2026-10-03,19444,专线物流
MS-2672,MC-673,2026-07-24,3959,德邦
MS-2673,MC-1091,2024-01-27,4034,专线物流
MS-2674,MC-941,06/27/2024,19286,顺丰重货
MS-2675,MC-4,2025-09-28,1916,德邦
MS-2676,MC-644,2024-04-16,9217,专线物流
MS-2677,MC-653,09/21/2026,2455,顺丰重货
MS-2678,MC-1328,2024-01-27,6754,顺丰重货
MS-2679,MC-1121,2024-11-24,19416,自提
MS-2680,MC-687,01/16/2024,19922,顺丰重货
MS-2681,MC-325,2025-08-12,15206,顺丰重货
MS-2682,MC-380,2025-01-10,10963,德邦
MS-2683,MC-820,2024-01-26,7995,德邦
MS-2684,MC-1395,07/01/2026,7040,德邦
MS-2685,MC-1126,10/15/2024,19433,德邦
MS-2686,MC-398,12/01/2025,16623,自提
MS-2687,MC-529,2026-08-01,20000,自提
MS-2688,MC-126,2024-10-05,12620,自提
MS-2689,MC-937,05/26/2025,6719,顺丰重货
MS-2690,MC-321,10/09/2024,14493,专线物流
MS-2691,MC-368,10/02/2025,1430,德邦
MS-2692,MC-1149,2024-03-16,11815,顺丰重货
MS-2693,MC-692,10/13/2026,7906,顺丰重货
MS-2694,MC-933,2025-07-12,8331,德邦
MS-2695,MC-282,19-04-2026,14328,自提
MS-2696,MC-461,2025-09-13,1288,自提
MS-2697,MC-642,18-03-2024,2112,顺丰重货
MS-2698,MC-1227,2024-07-03,294,专线物流
MS-2699,MC-451,2025-06-10,3026,德邦
MS-2700,MC-875,12/04/2025,1365,顺丰重货
MS-2701,MC-489,03/20/2025,6403,专线物流
MS-2702,MC-622,03/03/2024,83,自提
MS-2703,MC-1103,2026-10-14,17319,德邦
MS-2704,MC-1394,05/11/2024,14860,专线物流
MS-2705,MC-1384,15-12-2024,5320,自提
MS-2706,MC-932,2025-06-25,12225,自提
MS-2707,MC-661,10/04/2024,5880,专线物流
MS-2708,MC-709,2025-09-11,14764,德邦
MS-2709,MC-568,07/21/2024,1250,顺丰重货
MS-2710,MC-682,28-07-2024,2651,专线物流
MS-2711,MC-1287,11/12/2024,19762,顺丰重货
MS-2712,MC-129,2025-09-18,19328,自提
MS-2713,MC-847,09/15/2024,6378,专线物流
MS-2714,MC-1294,04/01/2026,14522,顺丰重货
MS-2715,MC-805,2026-09-23,16361,德邦
MS-2716,MC-502,06/10/2025,604,顺丰重货
MS-2717,MC-676,11/03/2025,422,顺丰重货
MS-2718,MC-295,2025-03-27,13341,德邦
MS-2719,MC-1223,2024-09-17,341,专线物流
MS-2720,MC-1270,2024-11-07,3556,德邦
MS-2721,MC-599,2025-02-23,6857,自提
MS-2722,MC-1254,01/27/2026,13862,顺丰重货
MS-2723,MC-1225,2026-09-24,19050,专线物流
