defect_id,check_id,batch_id,defect_code,quantity
DF-1954,QC-6845,BATCH-860,DIM-ERR,2
DF-1955,QC-16,BATCH-5032,DIM-ERR,26
DF-1956,QC-7931,BATCH-5566,DENT,4
DF-1957,QC-2317,BATCH-3978,DIM-ERR,10
DF-1958,QC-1196,BATCH-2085,DIM-ERR,35
DF-1959,QC-7790,BATCH-6761,DENT,23
DF-1960,QC-7404,BATCH-5374,DIM-ERR,48
DF-1961,QC-5294,BATCH-1982,COLOR-MISMATCH,42
DF-1962,QC-349,BATCH-1178,COLOR-MISMATCH,24
DF-1963,QC-6655,BATCH-1054,DENT,49
DF-1964,QC-5001,BATCH-3992,COLOR-MISMATCH,28
DF-1965,QC-4752,BATCH-3939,COLOR-MISMATCH,44
DF-1966,QC-7364,BATCH-4794,DIM-ERR,11
DF-1967,QC-6278,BATCH-1427,SCRATCH,22
DF-1968,QC-7535,BATCH-1641,DENT,41
DF-1969,QC-652,BATCH-3948,DENT,32
DF-1970,QC-895,BATCH-7258,DIM-ERR,31
DF-1971,QC-5332,BATCH-5392,未定义,18
DF-1972,QC-3111,BATCH-944,DIM-ERR,41
DF-1973,QC-5633,BATCH-7458,DENT,22
DF-1974,QC-7098,BATCH-1435,DIM-ERR,45
DF-1975,QC-5765,BATCH-6891,COLOR-MISMATCH,36
DF-1976,QC-5049,BATCH-1395,THREAD-BAD,37
DF-1977,QC-4943,BATCH-61,DENT,36
DF-1978,QC-4929,BATCH-1013,DENT,41
DF-1979,QC-4120,BATCH-4381,未定义,49
DF-1980,QC-290,BATCH-3963,DENT,42
DF-1981,QC-6572,BATCH-2031,COLOR-MISMATCH,37
DF-1982,QC-7688,BATCH-2979,DIM-ERR,19
DF-1983,QC-6270,BATCH-2417,SCRATCH,21
DF-1984,QC-7831,BATCH-3789,未定义,25
DF-1985,QC-7404,BATCH-3448,COLOR-MISMATCH,14
DF-1986,QC-5318,BATCH-7912,DIM-ERR,24
DF-1987,QC-5806,BATCH-7360,SCRATCH,19
DF-1988,QC-6570,BATCH-548,SCRATCH,41
DF-1989,QC-6267,BATCH-923,DIM-ERR,28
DF-1990,QC-6511,BATCH-7436,DIM-ERR,32
DF-1991,QC-6756,BATCH-5233,未定义,23
DF-1992,QC-2562,BATCH-7237,THREAD-BAD,20
DF-1993,QC-2011,BATCH-4943,未定义,23
DF-1994,QC-6511,BATCH-1972,COLOR-MISMATCH,45
DF-1995,QC-4929,BATCH-818,DIM-ERR,41
DF-1996,QC-6682,BATCH-3047,DENT,19
DF-1997,QC-299,BATCH-7800,THREAD-BAD,47
DF-1998,QC-7288,BATCH-7692,DIM-ERR,15
DF-1999,QC-362,BATCH-4730,SCRATCH,7
DF-2000,QC-5003,BATCH-522,DIM-ERR,34
