po_id,supplier_id,order_date,expected_date,status
PO-1956,SM-24,09/18/2026,02-09-2026,OPEN
PO-1957,SM-34,10/26/2026,2026-07-23,partial
PO-1958,SM-25,06/27/2026,2025-02-08,partial
PO-1959,SM-36,2024-03-04,2026-05-01,partial
PO-1960,SM-15,09/25/2025,12/08/2024,open
PO-1961,SM-35,2026-01-18,2026-08-26,partial
PO-1962,SM-29,04-03-2024,02/25/2024,OPEN
PO-1963,SM-18,11/24/2025,11/16/2025,partial
PO-1964,SM-37,2026-04-23,05/25/2025,partial
PO-1965,SM-10,2026-12-17,2026-01-22,PARTIAL
PO-1966,SM-32,2025-03-17,2025-12-22,OPEN
PO-1967,SM-14,2025-09-23,28-10-2025,PARTIAL
PO-1968,SM-31,18-03-2026,2025-04-27,closed
PO-1969,SM-31,2025-06-20,2026-01-22,partial
PO-1970,SM-4,2025-02-03,16-12-2025,PARTIAL
PO-1971,SM-5,2026-05-21,2024-12-18,closed
PO-1972,SM-33,2026-08-19,04-08-2026,closed
PO-1973,SM-21,02/18/2026,2026-11-06,partial
PO-1974,SM-28,2024-01-23,22-05-2025,OPEN
PO-1975,SM-26,06-02-2024,06/11/2025,open
PO-1976,SM-6,2024-07-12,18-07-2025,partial
PO-1977,SM-31,2025-12-16,11/09/2026,PARTIAL
PO-1978,SM-20,11-06-2025,2024-03-05,closed
PO-1979,SM-32,2026-12-09,07/26/2026,PARTIAL
PO-1980,SM-28,2026-01-06,10/28/2025,closed
PO-1981,SM-35,2025-10-01,2025-11-10,partial
PO-1982,SM-5,2025-01-13,2026-09-02,closed
PO-1983,SM-29,03-08-2025,2026-11-14,partial
PO-1984,SM-20,15-07-2025,2024-12-20,partial
PO-1985,SM-29,2026-02-10,2026-04-24,closed
PO-1986,SM-19,2025-04-09,2024-04-16,OPEN
PO-1987,SM-30,2026-11-17,07-03-2025,partial
PO-1988,SM-33,10-02-2024,2026-01-23,open
PO-1989,SM-1,2024-03-04,07/13/2025,partial
PO-1990,SM-15,2024-08-01,05/07/2025,closed
PO-1991,SM-36,11/09/2026,2024-12-19,partial
PO-1992,SM-38,2025-12-20,2026-03-23,PARTIAL
PO-1993,SM-35,17-04-2026,15-04-2025,PARTIAL
PO-1994,SM-12,09/28/2024,2026-06-03,OPEN
PO-1995,SM-5,08-04-2026,12-12-2025,open
PO-1996,SM-27,2025-07-02,22-05-2026,PARTIAL
PO-1997,SM-22,12/11/2025,2026-06-23,OPEN
PO-1998,SM-26,25-01-2025,10/17/2024,partial
PO-1999,SM-26,2024-06-28,15-07-2024,OPEN
PO-2000,SM-34,2024-08-26,10/20/2024,partial
