purchase_item_id,purchase_id,product_id,quantity,unit_cost
PI-604,PC-1353,R-1460,1541,2815
PI-605,PC-182,MD-1399,1067,"670,00"
PI-606,PC-830,MD-1291,381,"$1,882.00"
PI-607,PC-836,REF-1554,89,"$1,102.00"
PI-608,PC-1413,MD-1551,568,201
PI-609,PC-1273,MD-1502,435,2 741
PI-610,PC-1060,SKU1621,546,454
PI-611,PC-1011,REF-1213,1729,365
PI-612,PC-487,MD-1434,1447,55
PI-613,PC-445,R-1119,1416,2818
PI-614,PC-497,REF-1264,1831,1155
PI-615,PC-1069,MD-1006,1722,"$2,843.00"
PI-616,PC-876,SKU1424,565,442
PI-617,PC-734,SKU1774,512,1 982
PI-618,PC-858,REF-1550,257,1727
PI-619,PC-1480,SKU1733,978,597
PI-620,PC-512,MD-1023,1600,$584.00
PI-621,PC-8,REF-1777,1181,"2 287,00"
PI-622,PC-87,REF-1068,1469,2859
PI-623,PC-921,REF-1261,1530,"2 802,00"
PI-624,PC-1297,R-1564,576,2901
PI-625,PC-50,SKU1056,595,"$1,102.00"
PI-626,PC-1453,REF-1400,918,261
PI-627,PC-635,R-1500,885,2186
PI-628,PC-595,R-1408,1122,562
PI-629,PC-157,R-1019,909,1541
PI-630,PC-1335,MD-1754,1557,2425
PI-631,PC-447,MD-1682,1119,228
PI-632,PC-604,MD-1517,1126,1820
PI-633,PC-1130,REF-1162,58,"1 201,00"
PI-634,PC-1087,R-1787,1120,690
PI-635,PC-108,REF-1684,1646,$416.00
PI-636,PC-1175,MD-1447,1335,"2 052,00"
PI-637,PC-987,REF-1186,195,457
PI-638,PC-637,R-1267,1073,926
PI-639,PC-1029,SKU1115,784,1 662
PI-640,PC-947,REF-1777,472,390
PI-641,PC-1492,MD-1526,1490,1266
PI-642,PC-135,R-1590,1676,277
PI-643,PC-1327,MD-1485,42,"$2,974.00"
PI-644,PC-685,R-1237,605,2049
PI-645,PC-949,SKU1555,121,"198,00"
PI-646,PC-72,REF-1644,717,83
PI-647,PC-591,SKU1114,1350,2579
PI-648,PC-379,R-1193,212,"1 629,00"
PI-649,PC-371,SKU1763,1981,$66.00
PI-650,PC-1260,MD-1246,328,$948.00
PI-651,PC-673,R-1587,1329,"$2,832.00"
PI-652,PC-353,SKU1766,922,"113,00"
PI-653,PC-1057,SKU1484,536,"$1,665.00"
PI-654,PC-358,R-1700,724,538
PI-655,PC-343,R-1752,1952,"$2,819.00"
PI-656,PC-1094,R-1595,1279,"$2,834.00"
PI-657,PC-320,REF-1688,894,1473
PI-658,PC-974,SKU1547,1641,1055
PI-659,PC-1355,MD-1464,788,1679
PI-660,PC-928,SKU1397,792,1065
PI-661,PC-965,MD-1299,470,900
PI-662,PC-1439,MD-1458,1650,2312
PI-663,PC-1139,SKU1346,1851,501
PI-664,PC-427,MD-1339,243,$520.00
PI-665,PC-673,MD-1097,1655,"$2,633.00"
PI-666,PC-541,R-1353,1835,2941
PI-667,PC-716,SKU1371,309,832
PI-668,PC-959,SKU1620,110,354
PI-669,PC-668,SKU1758,115,"195,00"
PI-670,PC-1115,MD-1664,1271,"$2,535.00"
PI-671,PC-864,REF-1232,1085,1686
PI-672,PC-763,MD-1392,317,"358,00"
PI-673,PC-1423,R-1631,1436,"644,00"
PI-674,PC-630,SKU1601,1600,1477
PI-675,PC-1421,R-1233,611,"$1,263.00"
PI-676,PC-1384,R-1705,1202,1804
PI-677,PC-3,SKU1231,442,$159.00
PI-678,PC-211,SKU1329,547,1670
PI-679,PC-946,SKU1762,1105,"$2,259.00"
PI-680,PC-1475,MD-1165,970,474
PI-681,PC-1467,MD-1127,1967,897
PI-682,PC-280,REF-1790,327,1 614
PI-683,PC-472,REF-1665,123,2110
PI-684,PC-199,SKU1254,981,"1 731,00"
PI-685,PC-55,MD-1538,1956,"$1,647.00"
PI-686,PC-1098,MD-1374,1269,1747
PI-687,PC-76,MD-1616,543,590
PI-688,PC-156,MD-1404,1043,$567.00
PI-689,PC-897,REF-1311,381,"$2,903.00"
PI-690,PC-539,MD-1410,816,"2 421,00"
PI-691,PC-165,REF-1311,1918,$510.00
PI-692,PC-955,R-1703,1732,"$1,063.00"
PI-693,PC-411,R-1630,1685,1486
PI-694,PC-389,MD-1524,118,"$2,662.00"
PI-695,PC-385,R-1586,1943,"2 630,00"
PI-696,PC-360,MD-1579,1827,"935,00"
PI-697,PC-787,REF-1403,231,66
PI-698,PC-489,R-1328,696,668
PI-699,PC-578,SKU1139,1446,2733
PI-700,PC-916,SKU1470,680,$218.00
PI-701,PC-215,SKU1084,553,49
PI-702,PC-191,REF-1483,1886,"$1,416.00"
PI-703,PC-422,MD-1692,1661,2272
PI-704,PC-711,MD-1682,165,"$2,305.00"
PI-705,PC-1322,REF-1331,373,867
PI-706,PC-36,REF-1650,1986,$832.00
PI-707,PC-766,MD-1558,137,1 036
PI-708,PC-1492,R-1105,1346,127
PI-709,PC-1296,MD-1442,240,174
PI-710,PC-224,R-1223,713,1609
PI-711,PC-641,R-1545,1187,616
PI-712,PC-37,REF-1491,330,"$1,347.00"
PI-713,PC-1342,SKU1671,1640,1654
PI-714,PC-1034,R-1182,1635,2514
PI-715,PC-1180,SKU1508,529,"$1,657.00"
PI-716,PC-855,MD-1080,793,"$2,970.00"
PI-717,PC-248,SKU1453,566,1956
PI-718,PC-1133,REF-1537,344,1571
PI-719,PC-754,SKU1148,650,419
PI-720,PC-536,R-1710,1348,"2 338,00"
PI-721,PC-1033,SKU1343,1095,"$2,589.00"
PI-722,PC-67,R-1721,590,"$1,810.00"
PI-723,PC-578,REF-1190,235,2 762
PI-724,PC-781,MD-1524,1337,26
PI-725,PC-896,REF-1075,966,1805
PI-726,PC-1490,REF-1307,369,2994
PI-727,PC-180,R-1500,980,1178
PI-728,PC-1070,MD-1417,639,2316
PI-729,PC-898,REF-1576,783,633
PI-730,PC-1336,SKU1513,64,2234
PI-731,PC-982,R-1595,1895,740
PI-732,PC-170,R-1544,994,$897.00
PI-733,PC-188,MD-1202,1373,$509.00
PI-734,PC-483,REF-1429,515,1 452
PI-735,PC-584,R-1175,1436,469
PI-736,PC-798,REF-1728,1428,1345
PI-737,PC-666,MD-1717,136,67
PI-738,PC-1154,R-1635,890,"$2,626.00"
PI-739,PC-812,MD-1505,99,"$1,369.00"
PI-740,PC-104,REF-1609,147,1835
PI-741,PC-97,SKU1321,727,2907
PI-742,PC-60,REF-1378,1084,412
PI-743,PC-1258,SKU1506,1826,"1 529,00"
PI-744,PC-305,SKU1029,340,2739
PI-745,PC-445,MD-1150,288,$716.00
PI-746,PC-860,MD-1240,1026,173
PI-747,PC-1269,REF-1294,1155,"1 142,00"
PI-748,PC-232,SKU1594,1241,$541.00
PI-749,PC-532,SKU1384,799,"2 966,00"
PI-750,PC-692,SKU1453,1004,1829
PI-751,PC-1323,MD-1433,1716,"$2,237.00"
PI-752,PC-622,MD-1303,1555,"$1,952.00"
PI-753,PC-653,SKU1029,603,571
PI-754,PC-1192,SKU1767,1525,1529
PI-755,PC-1464,SKU1115,581,67
PI-756,PC-1053,REF-1081,1772,"$1,716.00"
PI-757,PC-140,R-1184,989,989
PI-758,PC-720,SKU1480,17,"$1,065.00"
PI-759,PC-695,REF-1354,747,222
PI-760,PC-976,SKU1662,831,364
PI-761,PC-1231,R-1602,585,635
PI-762,PC-1495,SKU1671,1804,1534
PI-763,PC-135,REF-1786,1073,2070
PI-764,PC-302,MD-1165,1953,$580.00
PI-765,PC-415,REF-1478,1055,$96.00
PI-766,PC-1043,REF-1535,564,"1 769,00"
PI-767,PC-932,REF-1273,418,2356
PI-768,PC-358,SKU1756,154,146
PI-769,PC-1031,R-1289,1625,2339
PI-770,PC-1277,MD-1689,1130,"$1,417.00"
PI-771,PC-584,MD-1526,483,"$2,497.00"
PI-772,PC-1151,R-1751,304,447
PI-773,PC-1027,SKU1247,1876,$795.00
PI-774,PC-831,SKU1762,601,1318
PI-775,PC-480,R-1446,839,64
PI-776,PC-1492,MD-1482,883,1156
PI-777,PC-1004,R-1317,1372,"2 404,00"
PI-778,PC-1408,REF-1103,33,"$1,812.00"
PI-779,PC-891,R-1047,1937,"$2,330.00"
PI-780,PC-603,REF-1576,1860,$206.00
PI-781,PC-118,MD-1485,737,"$2,881.00"
PI-782,PC-614,R-1234,558,2846
PI-783,PC-1394,MD-1464,281,"2 348,00"
PI-784,PC-584,R-1159,101,"$1,443.00"
PI-785,PC-1058,SKU1010,1833,410
PI-786,PC-1298,R-1533,368,2848
PI-787,PC-1320,REF-1605,99,1923
PI-788,PC-1376,MD-1442,558,274
PI-789,PC-1369,REF-1216,696,1526
PI-790,PC-188,REF-1011,309,375
PI-791,PC-277,SKU1218,1729,738
PI-792,PC-770,R-1039,1718,"$2,842.00"
PI-793,PC-27,MD-1428,1871,1860
PI-794,PC-366,REF-1073,678,"188,00"
PI-795,PC-1402,MD-1204,999,1 960
PI-796,PC-983,SKU1758,1716,5
PI-797,PC-911,R-1119,605,"129,00"
PI-798,PC-164,REF-1190,1720,369
PI-799,PC-1224,REF-1560,71,2209
PI-800,PC-399,R-1438,561,$443.00
PI-801,PC-736,SKU1612,436,"$1,471.00"
PI-802,PC-1093,REF-1519,1893,2079
PI-803,PC-43,SKU1397,1507,1958
PI-804,PC-107,R-1564,1890,987
PI-805,PC-1170,REF-1378,1471,1572
PI-806,PC-502,MD-1249,1074,"$2,220.00"
PI-807,PC-1092,R-1182,1312,"$2,497.00"
PI-808,PC-874,REF-1096,1486,"25,00"
PI-809,PC-734,REF-1081,1527,$942.00
PI-810,PC-376,REF-1136,1996,"$2,636.00"
PI-811,PC-562,R-1787,835,"$2,124.00"
PI-812,PC-678,MD-1487,904,1433
PI-813,PC-344,REF-1776,744,"1 679,00"
PI-814,PC-1289,SKU1744,1204,1754
PI-815,PC-234,SKU1580,73,"$2,790.00"
PI-816,PC-45,R-1317,1757,2298
PI-817,PC-1008,REF-1211,1195,2077
PI-818,PC-1298,R-1666,367,934
PI-819,PC-1227,MD-1717,1000,240
PI-820,PC-1031,SKU1139,1080,$257.00
PI-821,PC-1100,SKU1762,931,"$1,870.00"
PI-822,PC-1228,MD-1230,764,"37,00"
PI-823,PC-488,R-1129,1771,1177
PI-824,PC-895,R-1602,443,314
PI-825,PC-578,SKU1055,290,"2 732,00"
PI-826,PC-833,REF-1654,1188,330
PI-827,PC-1005,SKU1106,425,$738.00
PI-828,PC-1298,MD-1442,1950,2626
PI-829,PC-400,R-1383,1420,"$1,195.00"
PI-830,PC-525,SKU1693,86,1450
PI-831,PC-312,REF-1535,1917,$483.00
PI-832,PC-543,REF-1540,1497,2076
PI-833,PC-1486,SKU1668,1211,"$2,486.00"
PI-834,PC-114,MD-1487,264,855
PI-835,PC-662,MD-1306,133,847
PI-836,PC-792,SKU1569,1380,1907
PI-837,PC-1082,SKU1310,385,1848
PI-838,PC-1397,SKU1574,926,$200.00
PI-839,PC-602,REF-1795,612,1294
PI-840,PC-219,SKU1486,1679,210
PI-841,PC-774,MD-1417,1661,"$1,969.00"
PI-842,PC-405,REF-1286,640,2294
PI-843,PC-517,R-1223,1845,2044
PI-844,PC-794,R-1179,1703,2324
PI-845,PC-323,R-1158,1932,2790
PI-846,PC-1075,SKU1620,884,"2 542,00"
PI-847,PC-1111,SKU1368,1470,$76.00
PI-848,PC-552,R-1130,682,1053
PI-849,PC-1478,MD-1683,140,2 866
PI-850,PC-104,MD-1421,1648,828
PI-851,PC-1131,SKU1651,1373,506
PI-852,PC-1432,REF-1121,715,1 006
PI-853,PC-1384,SKU1241,1939,1 840
PI-854,PC-1175,R-1441,675,389
PI-855,PC-110,REF-1372,1414,2348
PI-856,PC-1285,REF-1777,1873,2630
PI-857,PC-467,MD-1156,719,"1 584,00"
PI-858,PC-413,R-1130,1888,502
PI-859,PC-288,R-1301,1729,1 150
PI-860,PC-1456,SKU1298,501,2 069
PI-861,PC-864,REF-1300,1683,1893
PI-862,PC-312,MD-1492,1373,"2 847,00"
PI-863,PC-895,R-1180,1799,"$2,199.00"
PI-864,PC-683,R-1337,1329,1532
PI-865,PC-731,REF-1633,759,$247.00
PI-866,PC-571,REF-1261,244,2446
PI-867,PC-649,SKU1381,907,"$2,099.00"
PI-868,PC-277,MD-1061,1049,942
PI-869,PC-417,REF-1199,1575,"$1,104.00"
PI-870,PC-773,REF-1214,337,1523
PI-871,PC-1021,SKU1056,1351,"2 888,00"
PI-872,PC-839,MD-1204,388,"$1,881.00"
PI-873,PC-71,REF-1536,465,2658
PI-874,PC-1205,R-1498,960,2408
PI-875,PC-967,SKU1172,1211,$626.00
PI-876,PC-339,MD-1410,966,"$2,665.00"
PI-877,PC-1221,R-1606,172,2758
PI-878,PC-1273,SKU1601,431,2508
PI-879,PC-1438,R-1725,1816,2904
PI-880,PC-1002,REF-1559,523,"$2,980.00"
PI-881,PC-975,MD-1792,897,2872
PI-882,PC-357,REF-1654,98,2861
PI-883,PC-444,MD-1291,512,"1 592,00"
PI-884,PC-425,REF-1790,1524,"$1,568.00"
PI-885,PC-671,MD-1147,745,2 617
PI-886,PC-1198,MD-1579,1313,2929
PI-887,PC-918,MD-1458,1686,1240
PI-888,PC-424,R-1415,421,519
PI-889,PC-1244,SKU1612,1922,1621
PI-890,PC-47,MD-1636,1114,"$1,280.00"
PI-891,PC-422,MD-1692,482,"$1,640.00"
PI-892,PC-160,MD-1664,1080,96
PI-893,PC-1126,SKU1455,1955,1644
PI-894,PC-276,R-1468,534,1839
PI-895,PC-224,MD-1509,714,1767
PI-896,PC-1133,MD-1436,1277,"2 674,00"
PI-897,PC-946,REF-1244,810,2809
PI-898,PC-773,SKU1271,178,"$2,426.00"
PI-899,PC-796,MD-1458,1167,2007
PI-900,PC-1364,SKU1139,647,1514
PI-901,PC-1488,R-1460,1460,"$1,691.00"
PI-902,PC-1083,REF-1279,1227,$497.00
PI-903,PC-1055,REF-1269,37,1895
PI-904,PC-1495,MD-1151,481,"$1,085.00"
PI-905,PC-632,SKU1298,1363,"$2,498.00"
PI-906,PC-1466,REF-1741,849,1519
PI-907,PC-1134,R-1700,336,"$2,904.00"
PI-908,PC-937,R-1680,780,1499
PI-909,PC-982,R-1678,737,532
PI-910,PC-1130,R-1418,465,532
PI-911,PC-66,REF-1067,77,$402.00
PI-912,PC-482,SKU1755,1077,$367.00
PI-913,PC-1332,REF-1054,529,2348
PI-914,PC-1442,MD-1275,110,1270
PI-915,PC-1477,SKU1723,712,"1 401,00"
PI-916,PC-863,MD-1210,1522,$991.00
PI-917,PC-84,SKU1621,170,1937
PI-918,PC-623,MD-1258,1351,$807.00
PI-919,PC-579,REF-1507,1265,"$2,759.00"
PI-920,PC-1207,REF-1432,89,461
PI-921,PC-417,SKU1318,785,2612
PI-922,PC-229,SKU1459,41,295
PI-923,PC-288,REF-1644,1717,"936,00"
PI-924,PC-994,SKU1271,1120,$350.00
PI-925,PC-1480,R-1289,1941,384
PI-926,PC-1145,REF-1071,1185,2658
PI-927,PC-320,SKU1767,91,1104
PI-928,PC-444,REF-1068,1892,2372
PI-929,PC-1169,MD-1204,607,2776
PI-930,PC-1484,MD-1647,858,"$2,104.00"
PI-931,PC-1333,MD-1224,835,1614
PI-932,PC-658,R-1295,1248,2 231
PI-933,PC-179,SKU1384,903,164
PI-934,PC-519,R-1355,692,1432
PI-935,PC-519,MD-1224,138,2005
PI-936,PC-804,R-1193,1370,1 785
PI-937,PC-285,R-1752,1088,"$2,161.00"
PI-938,PC-28,REF-1696,537,151
PI-939,PC-776,REF-1135,1137,2960
PI-940,PC-56,REF-1045,1401,"1 204,00"
PI-941,PC-583,SKU1762,248,"$1,133.00"
PI-942,PC-1273,REF-1765,432,"2 065,00"
PI-943,PC-60,REF-1243,133,2323
PI-944,PC-961,MD-1224,547,2463
PI-945,PC-561,SKU1247,1613,145
PI-946,PC-286,MD-1399,106,"$2,377.00"
PI-947,PC-523,MD-1089,49,"1 067,00"
PI-948,PC-966,MD-1686,1359,2122
PI-949,PC-1171,SKU1281,1907,"$1,891.00"
PI-950,PC-1104,R-1130,226,1 402
PI-951,PC-1321,R-1660,938,"561,00"
PI-952,PC-114,MD-1275,474,1337
PI-953,PC-1096,REF-1101,1504,1904
PI-954,PC-97,R-1680,37,1596
PI-955,PC-906,MD-1230,1090,2309
PI-956,PC-514,R-1105,702,"$1,151.00"
PI-957,PC-654,MD-1753,780,"962,00"
PI-958,PC-1447,SKU1020,898,2546
PI-959,PC-292,R-1013,1974,"$1,085.00"
PI-960,PC-830,R-1018,527,"$2,402.00"
PI-961,PC-975,REF-1697,1836,"$2,891.00"
PI-962,PC-1303,MD-1447,1735,827
PI-963,PC-878,REF-1266,70,$940.00
PI-964,PC-433,R-1532,410,22
PI-965,PC-151,R-1731,270,"$1,822.00"
PI-966,PC-1267,MD-1465,429,125
PI-967,PC-809,MD-1404,254,"$1,954.00"
PI-968,PC-1083,R-1444,1338,2282
PI-969,PC-1042,SKU1756,1398,"2 976,00"
PI-970,PC-1473,MD-1052,628,"1 328,00"
PI-971,PC-490,REF-1266,679,1553
PI-972,PC-99,R-1014,1810,715
PI-973,PC-729,SKU1100,744,$923.00
PI-974,PC-1025,SKU1148,41,723
PI-975,PC-999,R-1353,338,111
PI-976,PC-396,REF-1263,1719,2562
PI-977,PC-805,MD-1065,197,"$2,204.00"
PI-978,PC-1485,R-1274,1140,2 141
PI-979,PC-700,MD-1504,1525,"670,00"
PI-980,PC-870,R-1578,1550,1614
PI-981,PC-694,SKU1055,415,210
PI-982,PC-814,SKU1758,959,$142.00
PI-983,PC-1177,REF-1094,1282,"$1,325.00"
PI-984,PC-1191,MD-1466,1502,348
PI-985,PC-1493,SKU1580,522,"$1,181.00"
PI-986,PC-1268,MD-1225,103,1635
PI-987,PC-1046,R-1385,561,"552,00"
PI-988,PC-1242,R-1637,1571,2760
PI-989,PC-1306,MD-1616,321,2742
PI-990,PC-1143,REF-1728,1304,"1 485,00"
PI-991,PC-1114,REF-1737,1749,"34,00"
PI-992,PC-955,R-1563,673,"$1,346.00"
PI-993,PC-752,SKU1251,1713,2605
PI-994,PC-439,MD-1205,1460,2380
PI-995,PC-410,MD-1030,174,"1 099,00"
PI-996,PC-1158,SKU1172,594,"1 960,00"
PI-997,PC-361,MD-1196,849,940
PI-998,PC-79,REF-1412,1541,1269
PI-999,PC-1305,MD-1006,490,"$2,754.00"
PI-1000,PC-447,MD-1305,1378,275
PI-1001,PC-1107,REF-1775,190,1 945
PI-1002,PC-1371,SKU1547,431,"$2,831.00"
PI-1003,PC-264,REF-1238,1364,2972
PI-1004,PC-1056,REF-1709,1344,"$2,940.00"
PI-1005,PC-265,REF-1345,949,"$2,502.00"
PI-1006,PC-317,MD-1689,1337,1038
PI-1007,PC-1295,REF-1067,1666,977
PI-1008,PC-1317,MD-1557,480,1444
PI-1009,PC-989,MD-1613,159,1614
PI-1010,PC-655,R-1468,1104,1112
PI-1011,PC-550,SKU1253,639,1899
PI-1012,PC-1085,SKU1742,1837,"$1,254.00"
PI-1013,PC-792,R-1586,1372,"$1,276.00"
PI-1014,PC-1213,SKU1329,143,376
PI-1015,PC-946,REF-1028,572,694
PI-1016,PC-719,REF-1529,1178,"254,00"
PI-1017,PC-1412,MD-1717,1575,"$2,616.00"
PI-1018,PC-760,R-1657,358,"$1,449.00"
PI-1019,PC-1110,SKU1424,1729,597
PI-1020,PC-1454,SKU1508,777,"1 047,00"
PI-1021,PC-669,REF-1531,1738,775
PI-1022,PC-1475,SKU1474,912,2008
PI-1023,PC-480,MD-1225,350,$28.00
PI-1024,PC-521,REF-1604,733,$799.00
PI-1025,PC-499,REF-1626,278,"404,00"
PI-1026,PC-69,MD-1246,781,"$2,231.00"
PI-1027,PC-924,R-1027,1270,1249
PI-1028,PC-892,SKU1172,1196,"$2,805.00"
PI-1029,PC-134,MD-1030,1353,343
PI-1030,PC-460,REF-1068,1746,"117,00"
PI-1031,PC-872,SKU1456,1785,"1 325,00"
PI-1032,PC-1486,R-1614,157,$956.00
PI-1033,PC-981,SKU1069,1491,"$2,892.00"
PI-1034,PC-126,REF-1507,1392,1443
PI-1035,PC-908,R-1494,1454,"$1,291.00"
PI-1036,PC-1312,R-1408,298,"1 359,00"
PI-1037,PC-470,MD-1732,184,80
PI-1038,PC-36,R-1377,1995,55
PI-1039,PC-1444,SKU1764,662,2119
PI-1040,PC-677,R-1521,1261,"$2,984.00"
PI-1041,PC-433,SKU1462,1182,"$2,358.00"
PI-1042,PC-9,MD-1516,1034,2 519
PI-1043,PC-937,REF-1116,654,2494
PI-1044,PC-1425,REF-1243,1624,983
PI-1045,PC-695,MD-1504,1366,"1 962,00"
PI-1046,PC-80,R-1495,572,"2 213,00"
PI-1047,PC-493,R-1328,1188,"429,00"
PI-1048,PC-584,MD-1707,892,"$1,260.00"
PI-1049,PC-100,REF-1793,1671,"$1,326.00"
PI-1050,PC-940,MD-1627,991,483
PI-1051,PC-1014,MD-1522,65,2719
PI-1052,PC-1077,SKU1277,221,2167
PI-1053,PC-644,MD-1041,1730,"$1,786.00"
PI-1054,PC-239,MD-1792,366,"$2,876.00"
PI-1055,PC-1359,REF-1546,466,1688
PI-1056,PC-74,R-1334,1238,$958.00
PI-1057,PC-995,REF-1313,747,1522
PI-1058,PC-1019,SKU1370,328,361
PI-1059,PC-769,R-1233,1730,2 368
PI-1060,PC-84,MD-1548,1952,"857,00"
PI-1061,PC-70,SKU1621,865,965
PI-1062,PC-955,REF-1688,679,1 370
PI-1063,PC-1420,R-1320,1949,"$2,349.00"
PI-1064,PC-331,SKU1413,1121,"803,00"
PI-1065,PC-503,REF-1067,840,1298
PI-1066,PC-279,R-1014,218,1244
PI-1067,PC-540,R-1791,1432,199
PI-1068,PC-928,MD-1306,744,"$2,771.00"
PI-1069,PC-379,SKU1144,246,702
PI-1070,PC-41,R-1760,1988,1336
PI-1071,PC-607,R-1386,1568,2425
PI-1072,PC-679,REF-1186,625,1 622
PI-1073,PC-565,REF-1626,1619,2 110
PI-1074,PC-1009,REF-1611,1804,2705
PI-1075,PC-1389,SKU1153,401,"$2,680.00"
PI-1076,PC-888,R-1259,345,1 740
PI-1077,PC-1439,MD-1107,236,691
PI-1078,PC-113,REF-1535,1950,1103
PI-1079,PC-260,REF-1211,367,255
PI-1080,PC-1282,MD-1375,858,2 512
PI-1081,PC-626,REF-1491,1112,1378
PI-1082,PC-512,MD-1597,1943,2743
PI-1083,PC-788,R-1105,1346,"$2,609.00"
PI-1084,PC-395,MD-1284,698,1441
PI-1085,PC-1311,SKU1332,1661,1842
PI-1086,PC-53,SKU1172,395,"$1,894.00"
PI-1087,PC-783,R-1124,905,"$2,972.00"
PI-1088,PC-194,MD-1517,1209,2 066
PI-1089,PC-1476,REF-1166,1171,"$2,806.00"
PI-1090,PC-893,REF-1292,1656,346
PI-1091,PC-500,SKU1245,1315,2152
PI-1092,PC-1079,SKU1069,571,2879
PI-1093,PC-760,SKU1508,1677,"938,00"
PI-1094,PC-606,R-1301,692,485
PI-1095,PC-545,R-1348,553,$919.00
PI-1096,PC-805,MD-1681,1997,2104
PI-1097,PC-1168,SKU1585,524,"$1,259.00"
PI-1098,PC-124,MD-1062,215,"$2,357.00"
PI-1099,PC-492,MD-1509,1916,1939
PI-1100,PC-837,MD-1643,1176,1456
PI-1101,PC-498,R-1600,1266,1598
PI-1102,PC-633,REF-1483,1140,1963
PI-1103,PC-346,R-1252,42,2 607
PI-1104,PC-997,MD-1581,1359,$976.00
PI-1105,PC-1244,SKU1341,212,2579
PI-1106,PC-662,REF-1345,1197,"$2,638.00"
PI-1107,PC-576,SKU1453,29,1343
PI-1108,PC-419,REF-1414,517,"2 311,00"
PI-1109,PC-763,REF-1799,673,"$1,283.00"
PI-1110,PC-1128,MD-1639,741,1290
PI-1111,PC-1232,R-1120,1208,"$1,966.00"
PI-1112,PC-38,R-1749,510,"1 164,00"
PI-1113,PC-1492,SKU1774,97,"$1,111.00"
PI-1114,PC-803,REF-1701,1697,$391.00
PI-1115,PC-1306,REF-1457,792,2640
PI-1116,PC-647,REF-1307,908,"628,00"
PI-1117,PC-337,MD-1043,1928,2 678
PI-1118,PC-1265,MD-1291,774,838
PI-1119,PC-1169,R-1592,421,2 222
PI-1120,PC-507,REF-1138,287,369
PI-1121,PC-148,R-1499,1880,2183
PI-1122,PC-562,SKU1589,1416,1328
PI-1123,PC-38,MD-1639,522,"$2,019.00"
PI-1124,PC-113,REF-1264,1835,"$2,535.00"
PI-1125,PC-1007,MD-1613,210,1746
PI-1126,PC-1465,MD-1303,1989,2612
PI-1127,PC-99,SKU1662,1659,1303
PI-1128,PC-551,R-1725,1385,2687
PI-1129,PC-993,REF-1536,1029,1703
PI-1130,PC-1420,REF-1793,445,"$2,255.00"
PI-1131,PC-681,REF-1414,1557,2559
PI-1132,PC-220,REF-1644,297,"$2,815.00"
PI-1133,PC-2,MD-1689,991,1565
PI-1134,PC-981,REF-1382,1587,"$2,881.00"
PI-1135,PC-1485,MD-1168,1848,1883
PI-1136,PC-878,R-1584,1189,2537
PI-1137,PC-19,MD-1309,774,475
PI-1138,PC-892,REF-1190,987,"1 960,00"
PI-1139,PC-666,REF-1331,1271,"$1,237.00"
PI-1140,PC-1141,R-1047,730,1079
PI-1141,PC-756,REF-1300,1023,2752
PI-1142,PC-986,R-1123,1529,38
PI-1143,PC-1425,SKU1490,953,950
PI-1144,PC-582,MD-1724,992,1163
PI-1145,PC-722,R-1420,1655,$851.00
PI-1146,PC-212,R-1355,1246,$379.00
PI-1147,PC-621,R-1350,454,$330.00
PI-1148,PC-900,R-1301,1619,437
PI-1149,PC-698,SKU1406,1993,$680.00
PI-1150,PC-1486,R-1488,1540,$223.00
PI-1151,PC-1276,MD-1539,946,692
PI-1152,PC-318,SKU1794,232,2667
PI-1153,PC-177,SKU1324,1417,"2 967,00"
PI-1154,PC-1064,REF-1788,1919,610
PI-1155,PC-561,REF-1393,1606,"570,00"
PI-1156,PC-704,REF-1393,1331,2788
PI-1157,PC-317,MD-1049,779,"$2,390.00"
PI-1158,PC-76,MD-1616,1945,1145
PI-1159,PC-164,SKU1271,842,"983,00"
PI-1160,PC-899,SKU1762,1184,1740
PI-1161,PC-1001,SKU1326,557,$852.00
PI-1162,PC-451,REF-1728,309,662
PI-1163,PC-308,R-1736,1996,$976.00
PI-1164,PC-510,R-1690,768,"$2,746.00"
PI-1165,PC-298,REF-1103,1475,1543
PI-1166,PC-422,R-1337,438,1965
PI-1167,PC-1377,REF-1439,1798,$642.00
PI-1168,PC-1155,R-1293,337,1441
PI-1169,PC-546,SKU1396,1677,"1 665,00"
PI-1170,PC-991,SKU1085,1358,160
PI-1171,PC-258,SKU1484,272,"1 625,00"
PI-1172,PC-703,REF-1407,1559,"$1,800.00"
PI-1173,PC-295,MD-1017,1155,1 559
PI-1174,PC-1097,MD-1142,619,"$1,496.00"
PI-1175,PC-185,MD-1380,1147,2 802
PI-1176,PC-172,SKU1623,19,2291
PI-1177,PC-26,REF-1101,1475,1 401
PI-1178,PC-395,REF-1166,149,2308
PI-1179,PC-47,SKU1032,889,2 142
PI-1180,PC-1377,REF-1382,1973,2332
PI-1181,PC-225,SKU1640,1880,442
PI-1182,PC-339,MD-1210,162,471
PI-1183,PC-1360,R-1565,1313,$377.00
PI-1184,PC-1267,MD-1375,899,"98,00"
PI-1185,PC-1126,MD-1772,803,$509.00
PI-1186,PC-404,MD-1306,287,608
PI-1187,PC-1378,MD-1145,970,2292
PI-1188,PC-705,R-1533,62,$539.00
PI-1189,PC-494,R-1657,1807,1 927
PI-1190,PC-638,SKU1277,499,2 130
PI-1191,PC-1408,SKU1610,447,"1 306,00"
PI-1192,PC-1293,MD-1097,194,1113
PI-1193,PC-298,MD-1168,1063,"1 041,00"
