ticket_id,customer_id,subject,status,created_at,closed_at
TK-1699,CUST-643,发票问题,pending,2025-08-28,12-08-2025
TK-1700,CUST-503,退换货,pending,07/09/2025,2025-11-17
TK-1701,CUST-3449,投诉,open,06/04/2025,05/13/2026
TK-1702,CUST-1731,售后维修,pending,2025-12-19,2026-10-16
TK-1703,CUST-692,物流查询,pending,09/27/2026,2025-07-21
TK-1704,CUST-1290,退换货,open,09/20/2026,02/04/2026
TK-1705,CUST-4626,投诉,OPEN,10/07/2025,2026-10-13
TK-1706,CUST-4316,退换货,resolved,08/05/2025,10/14/2026
TK-1707,CUST-4644,售后维修,pending,07/05/2025,02/12/2026
TK-1708,CUST-96,投诉,open,2026-04-19,2026-02-27
TK-1709,CUST-3163,发票问题,pending,2025-07-05,
TK-1710,CUST-1403,退换货,closed,2026-10-10,2025-10-14
TK-1711,CUST-2286,投诉,resolved,2026-04-08,
TK-1712,CUST-3414,退换货,OPEN,01-05-2025,2025-02-22
TK-1713,CUST-2268,投诉,open,2025-06-27,
TK-1714,CUST-4810,退换货,OPEN,05/09/2025,2025-04-21
TK-1715,CUST-1430,售后维修,OPEN,11/17/2026,2026-06-16
TK-1716,CUST-1599,发票问题,resolved,15-09-2025,2025-06-12
TK-1717,CUST-3262,物流查询,closed,2026-11-07,2025-07-25
TK-1718,CUST-1760,投诉,resolved,08/10/2026,
TK-1719,CUST-1825,投诉,closed,2026-07-01,24-02-2025
TK-1720,CUST-3162,退换货,pending,2025-02-13,2026-09-24
TK-1721,CUST-2143,物流查询,closed,2025-03-18,23-09-2026
TK-1722,CUST-1995,物流查询,pending,10/09/2026,2026-10-07
TK-1723,CUST-2855,投诉,resolved,09/12/2025,
TK-1724,CUST-552,物流查询,resolved,2025-03-27,2025-06-22
TK-1725,CUST-1280,发票问题,closed,13-08-2025,04/13/2026
TK-1726,CUST-2143,投诉,pending,2025-02-23,12/07/2026
TK-1727,CUST-3192,物流查询,resolved,2026-03-08,07/17/2026
TK-1728,CUST-1287,物流查询,open,2025-02-15,2026-05-04
TK-1729,CUST-1246,发票问题,closed,2025-08-27,2026-07-04
TK-1730,CUST-3137,物流查询,closed,2025-08-18,2026-08-03
TK-1731,CUST-3327,售后维修,OPEN,07/19/2025,
TK-1732,CUST-2403,物流查询,open,03-06-2025,02/04/2025
TK-1733,CUST-1125,退换货,pending,17-03-2025,14-08-2025
TK-1734,CUST-4509,投诉,pending,04/17/2026,2026-07-16
TK-1735,CUST-3634,售后维修,pending,2025-03-05,21-01-2026
TK-1736,CUST-2990,投诉,closed,2026-07-19,11/12/2026
TK-1737,CUST-3156,投诉,open,01/15/2025,03/02/2026
TK-1738,CUST-1106,物流查询,pending,2026-11-06,
TK-1739,CUST-2279,退换货,closed,02/23/2026,
TK-1740,CUST-1561,投诉,open,2025-12-05,07/03/2026
TK-1741,CUST-1250,发票问题,resolved,13-12-2025,
TK-1742,CUST-1246,售后维修,OPEN,04/10/2026,
TK-1743,CUST-4336,售后维修,resolved,02-08-2026,2025-07-15
TK-1744,CUST-3952,发票问题,open,2025-09-01,2026-03-25
TK-1745,CUST-1591,售后维修,pending,05-03-2025,05/25/2026
TK-1746,CUST-2405,投诉,closed,27-09-2026,
TK-1747,CUST-2746,投诉,OPEN,09/20/2025,14-05-2025
TK-1748,CUST-2697,退换货,resolved,04/05/2025,2026-05-11
TK-1749,CUST-1814,发票问题,pending,2026-09-19,2025-05-09
TK-1750,CUST-20,投诉,closed,2026-11-28,
TK-1751,CUST-2878,投诉,closed,2025-02-18,2025-10-21
TK-1752,CUST-3189,退换货,resolved,2025-06-12,
TK-1753,CUST-2206,物流查询,pending,2025-07-19,12/19/2025
TK-1754,CUST-4146,退换货,resolved,2025-03-25,2025-10-02
TK-1755,CUST-3019,投诉,closed,2026-06-24,28-11-2026
TK-1756,CUST-1219,物流查询,open,2026-09-24,09-10-2025
TK-1757,CUST-4382,售后维修,closed,2026-07-18,12/19/2026
TK-1758,CUST-3090,物流查询,open,2025-03-10,12/07/2026
TK-1759,CUST-2741,投诉,open,2025-12-15,
TK-1760,CUST-4040,物流查询,closed,11/25/2026,
TK-1761,CUST-2991,物流查询,resolved,2026-02-22,
TK-1762,CUST-3292,退换货,OPEN,15-10-2025,07/06/2025
TK-1763,CUST-680,发票问题,open,2026-01-19,
TK-1764,CUST-4471,投诉,pending,2026-12-23,2025-03-15
TK-1765,CUST-3339,售后维修,pending,17-08-2026,08/13/2026
TK-1766,CUST-4514,物流查询,open,2025-07-26,2026-01-03
TK-1767,CUST-301,售后维修,resolved,2025-01-24,21-11-2025
TK-1768,CUST-844,退换货,OPEN,22-09-2026,12-07-2026
TK-1769,CUST-3565,物流查询,resolved,2026-06-16,2025-08-16
TK-1770,CUST-531,物流查询,pending,08-07-2025,2025-04-01
TK-1771,CUST-1452,售后维修,closed,16-04-2026,
TK-1772,CUST-1686,售后维修,pending,01/02/2026,
TK-1773,CUST-4052,发票问题,OPEN,21-10-2025,01/10/2026
TK-1774,CUST-4356,投诉,closed,2025-02-24,
TK-1775,CUST-2648,物流查询,closed,08/12/2025,2026-08-09
TK-1776,CUST-3015,投诉,OPEN,06/18/2025,2026-11-11
TK-1777,CUST-1297,物流查询,closed,2026-08-02,2025-11-14
TK-1778,CUST-3898,发票问题,pending,01-07-2025,2026-09-14
TK-1779,CUST-3252,发票问题,resolved,2026-08-22,2026-06-07
TK-1780,CUST-928,物流查询,resolved,11/04/2025,2026-04-11
TK-1781,CUST-3016,物流查询,open,2025-08-13,06/05/2025
TK-1782,CUST-1549,投诉,resolved,12/11/2026,17-09-2026
TK-1783,CUST-3289,售后维修,open,2025-08-23,11/07/2025
TK-1784,CUST-2646,退换货,closed,2025-05-04,01/01/2026
TK-1785,CUST-1005,投诉,resolved,2025-04-28,2025-09-14
TK-1786,CUST-2126,退换货,open,2025-11-24,
TK-1787,CUST-380,退换货,pending,10/15/2025,18-08-2026
TK-1788,CUST-2642,退换货,resolved,12/05/2026,2026-04-19
TK-1789,CUST-2598,投诉,pending,12/19/2025,2026-12-25
TK-1790,CUST-1076,退换货,resolved,2026-02-24,03/15/2025
TK-1791,CUST-1763,退换货,closed,2025-02-08,10/15/2025
TK-1792,CUST-2838,退换货,closed,21-01-2026,
TK-1793,CUST-2329,投诉,resolved,2026-06-17,10/03/2026
TK-1794,CUST-2000,售后维修,pending,2025-08-06,2025-08-16
TK-1795,CUST-1652,售后维修,open,2026-11-13,2025-09-12
TK-1796,CUST-352,物流查询,closed,01/12/2026,2025-05-09
TK-1797,CUST-1419,物流查询,closed,2025-11-26,2025-05-03
TK-1798,CUST-649,物流查询,closed,06/23/2026,2025-02-18
TK-1799,CUST-2512,退换货,closed,10/11/2025,2025-03-17
TK-1800,CUST-3399,物流查询,pending,2025-12-06,27-09-2026
TK-1801,CUST-2321,物流查询,OPEN,11/07/2026,2026-08-17
TK-1802,CUST-1377,物流查询,pending,07/27/2026,
TK-1803,CUST-3673,售后维修,pending,2025-04-08,2025-07-01
TK-1804,CUST-1578,物流查询,closed,2025-04-05,
TK-1805,CUST-571,投诉,closed,20-11-2026,2026-03-10
TK-1806,CUST-2849,退换货,open,2026-08-01,2026-12-27
TK-1807,CUST-2843,售后维修,pending,10/02/2025,07/28/2026
TK-1808,CUST-3766,投诉,OPEN,2025-01-12,07/22/2025
TK-1809,CUST-262,售后维修,OPEN,06-10-2026,03-03-2025
TK-1810,CUST-4345,发票问题,pending,08-11-2026,05/16/2025
TK-1811,CUST-2257,发票问题,pending,2025-07-10,10/28/2025
TK-1812,CUST-99,发票问题,open,2025-04-04,2025-05-17
TK-1813,CUST-1917,投诉,closed,03/06/2026,2025-11-04
TK-1814,CUST-1302,投诉,resolved,2026-04-16,
TK-1815,CUST-1447,物流查询,open,11-08-2025,
TK-1816,CUST-2336,投诉,pending,11/05/2025,2026-03-13
TK-1817,CUST-1296,投诉,pending,08/27/2026,03/09/2025
TK-1818,CUST-4662,物流查询,pending,04-04-2026,2025-03-22
TK-1819,CUST-1742,售后维修,closed,10-07-2025,2025-01-17
TK-1820,CUST-2293,售后维修,OPEN,2025-10-20,2026-01-05
TK-1821,CUST-2002,物流查询,OPEN,01/01/2026,2026-09-08
TK-1822,CUST-2033,发票问题,open,2025-06-01,12/15/2025
TK-1823,CUST-657,退换货,closed,25-10-2026,2026-05-17
TK-1824,CUST-1581,投诉,resolved,28-07-2026,2025-06-27
TK-1825,CUST-4500,投诉,OPEN,2026-03-06,2025-12-12
TK-1826,CUST-1530,物流查询,closed,2026-10-03,
TK-1827,CUST-3164,物流查询,closed,07/21/2026,2026-08-03
TK-1828,CUST-554,售后维修,closed,2025-01-23,21-05-2025
TK-1829,CUST-615,发票问题,resolved,20-02-2026,11-02-2026
TK-1830,CUST-2909,物流查询,open,2025-07-03,2025-05-23
TK-1831,CUST-1839,投诉,resolved,2025-09-23,09-02-2025
TK-1832,CUST-3809,发票问题,resolved,2025-04-16,04-05-2026
TK-1833,CUST-2827,退换货,resolved,2026-10-22,
TK-1834,CUST-4885,投诉,OPEN,2026-12-12,2026-01-13
TK-1835,CUST-2622,物流查询,closed,2026-08-27,09/24/2025
TK-1836,CUST-95,发票问题,closed,11/01/2025,2026-10-27
TK-1837,CUST-2711,退换货,pending,03-12-2026,2026-10-07
TK-1838,CUST-3605,售后维修,pending,2025-11-11,06-03-2026
TK-1839,CUST-4606,发票问题,open,06-08-2026,
TK-1840,CUST-1720,售后维修,pending,2025-09-13,2025-07-01
TK-1841,CUST-4141,物流查询,OPEN,2026-11-01,
TK-1842,CUST-1900,发票问题,resolved,2025-12-24,2025-08-02
TK-1843,CUST-3037,退换货,open,04-06-2025,
TK-1844,CUST-3666,售后维修,closed,02/01/2026,2025-10-21
TK-1845,CUST-2884,发票问题,closed,12-12-2025,2026-08-14
TK-1846,CUST-606,投诉,open,11-10-2026,09/04/2026
TK-1847,CUST-4368,投诉,closed,07/20/2026,09/11/2026
TK-1848,CUST-2060,售后维修,resolved,2025-11-24,12/12/2025
TK-1849,CUST-3555,物流查询,OPEN,2026-03-22,2026-04-04
TK-1850,CUST-4218,物流查询,OPEN,05/05/2025,
TK-1851,CUST-4853,物流查询,resolved,09/13/2026,
TK-1852,CUST-1551,退换货,open,02/19/2025,18-07-2026
TK-1853,CUST-3522,物流查询,OPEN,17-01-2025,2025-09-23
TK-1854,CUST-4838,发票问题,OPEN,24-12-2026,2025-06-02
TK-1855,CUST-537,投诉,pending,08-08-2025,02/10/2026
TK-1856,CUST-1747,发票问题,resolved,02-11-2026,04/10/2026
TK-1857,CUST-549,退换货,closed,12/03/2025,
TK-1858,CUST-4709,投诉,pending,2025-04-07,2025-05-24
TK-1859,CUST-4190,退换货,open,2026-06-03,01/24/2026
TK-1860,CUST-4128,投诉,open,09-01-2026,09/07/2025
TK-1861,CUST-831,投诉,pending,2026-12-27,14-02-2025
TK-1862,CUST-195,退换货,closed,2025-06-06,2025-06-28
TK-1863,CUST-1174,投诉,open,04/02/2026,2026-06-22
TK-1864,CUST-1105,售后维修,pending,03-06-2025,08/17/2025
TK-1865,CUST-2986,退换货,resolved,03/24/2026,12/05/2025
TK-1866,CUST-1650,售后维修,resolved,08-11-2025,2026-06-12
TK-1867,CUST-4239,发票问题,pending,02/27/2026,11/27/2026
TK-1868,CUST-2252,退换货,open,10/09/2026,01-12-2025
TK-1869,CUST-4392,售后维修,closed,03/12/2026,23-12-2025
TK-1870,CUST-408,投诉,open,03/03/2026,
TK-1871,CUST-2944,退换货,closed,25-06-2025,2026-11-24
TK-1872,CUST-2346,投诉,closed,2025-09-24,
TK-1873,CUST-2982,售后维修,open,19-10-2026,23-08-2025
TK-1874,CUST-2007,发票问题,pending,2026-03-12,
TK-1875,CUST-3645,物流查询,resolved,13-10-2025,15-11-2026
TK-1876,CUST-1386,发票问题,resolved,2025-05-21,2026-06-24
TK-1877,CUST-3722,投诉,open,2025-07-06,10/01/2025
TK-1878,CUST-1217,物流查询,closed,2026-11-21,2026-05-11
TK-1879,CUST-4000,物流查询,resolved,2026-06-28,2026-02-05
TK-1880,CUST-840,物流查询,open,06/17/2026,09/03/2026
TK-1881,CUST-4916,发票问题,resolved,2026-04-20,
TK-1882,CUST-2795,投诉,resolved,07/15/2026,2025-02-18
TK-1883,CUST-2466,物流查询,closed,2025-06-25,2025-08-22
TK-1884,CUST-918,发票问题,open,2025-10-16,2025-10-17
TK-1885,CUST-2253,投诉,resolved,2026-09-19,
TK-1886,CUST-4291,退换货,resolved,2025-09-03,12-02-2025
TK-1887,CUST-1247,发票问题,OPEN,2025-02-23,07/15/2026
TK-1888,CUST-2953,售后维修,OPEN,08-07-2026,
TK-1889,CUST-1554,投诉,closed,2025-04-22,08/20/2025
TK-1890,CUST-3321,售后维修,OPEN,12/22/2025,05/08/2026
TK-1891,CUST-2438,发票问题,pending,2026-03-16,03-02-2026
TK-1892,CUST-3321,物流查询,open,12-02-2026,11/04/2026
TK-1893,CUST-2470,售后维修,pending,09/03/2025,2026-07-22
TK-1894,CUST-428,物流查询,pending,2026-10-03,
TK-1895,CUST-1339,退换货,resolved,2026-07-21,2026-02-05
TK-1896,CUST-1814,投诉,pending,2026-01-15,2025-11-28
TK-1897,CUST-3965,物流查询,pending,2025-11-03,2026-03-02
TK-1898,CUST-3667,售后维修,pending,09/04/2025,
TK-1899,CUST-603,退换货,OPEN,2025-11-14,01/26/2026
TK-1900,CUST-561,发票问题,resolved,2025-03-24,2026-07-12
TK-1901,CUST-236,售后维修,open,2025-05-10,2026-11-22
TK-1902,CUST-2085,投诉,open,2026-11-14,22-08-2025
TK-1903,CUST-2416,物流查询,resolved,2025-12-26,2026-05-16
TK-1904,CUST-4926,退换货,open,2025-05-19,2025-04-12
TK-1905,CUST-1762,退换货,open,2026-08-03,2025-10-24
TK-1906,CUST-590,投诉,pending,2026-03-21,
TK-1907,CUST-22,售后维修,open,2026-08-07,06/21/2026
TK-1908,CUST-3243,退换货,closed,04-04-2025,
TK-1909,CUST-1311,退换货,open,2026-02-13,2025-05-05
TK-1910,CUST-581,发票问题,resolved,10/06/2026,
TK-1911,CUST-3019,投诉,open,2026-08-24,25-10-2025
TK-1912,CUST-884,发票问题,OPEN,26-09-2025,2026-02-21
TK-1913,CUST-3771,投诉,closed,2026-06-06,
TK-1914,CUST-3516,退换货,closed,2025-09-03,12/24/2025
TK-1915,CUST-2483,发票问题,pending,2026-09-10,18-01-2025
TK-1916,CUST-4498,售后维修,pending,2025-09-03,2025-02-21
TK-1917,CUST-3111,退换货,closed,2025-05-11,01/10/2026
TK-1918,CUST-1176,发票问题,OPEN,2026-02-14,09/11/2025
TK-1919,CUST-3406,退换货,resolved,2026-10-01,11-08-2026
TK-1920,CUST-4745,退换货,open,03/20/2026,2026-10-07
TK-1921,CUST-2384,退换货,open,2025-07-07,
TK-1922,CUST-376,发票问题,open,2025-02-12,2026-11-25
TK-1923,CUST-1433,退换货,resolved,10/08/2026,20-04-2025
TK-1924,CUST-3060,投诉,resolved,2026-12-06,2026-01-27
TK-1925,CUST-2811,物流查询,resolved,20-02-2026,09/23/2026
TK-1926,CUST-2304,退换货,resolved,2025-01-20,2025-12-20
TK-1927,CUST-353,退换货,closed,10/05/2026,
TK-1928,CUST-1432,投诉,resolved,11/03/2026,04-02-2026
TK-1929,CUST-2879,投诉,open,2025-11-08,
TK-1930,CUST-1030,投诉,closed,2025-04-25,04/08/2026
TK-1931,CUST-2463,退换货,OPEN,09-11-2026,2025-11-07
TK-1932,CUST-2074,退换货,OPEN,2026-11-10,2026-10-24
TK-1933,CUST-3891,退换货,pending,01-07-2025,
TK-1934,CUST-4778,投诉,open,06/09/2026,09/17/2026
TK-1935,CUST-2819,物流查询,OPEN,10/20/2025,
TK-1936,CUST-4599,物流查询,closed,05-07-2026,09/21/2026
TK-1937,CUST-3458,投诉,open,22-05-2025,2025-01-23
TK-1938,CUST-4915,发票问题,resolved,04/13/2026,02-08-2025
TK-1939,CUST-3936,退换货,resolved,11/11/2025,28-10-2026
TK-1940,CUST-2506,发票问题,open,24-01-2025,
TK-1941,CUST-2726,投诉,open,05/22/2025,08/22/2025
TK-1942,CUST-1295,退换货,OPEN,2025-09-21,2026-04-28
TK-1943,CUST-1942,发票问题,open,2026-11-27,
TK-1944,CUST-1916,退换货,pending,2026-01-14,2025-10-14
TK-1945,CUST-2110,退换货,open,2025-03-22,2025-06-17
TK-1946,CUST-1035,投诉,open,04/13/2025,08/22/2025
TK-1947,CUST-1990,退换货,pending,09/01/2025,02/19/2025
TK-1948,CUST-4776,退换货,resolved,23-10-2025,2026-05-06
TK-1949,CUST-1657,售后维修,resolved,05/02/2026,2025-11-18
TK-1950,CUST-605,投诉,closed,04-11-2026,2026-02-19
TK-1951,CUST-2190,发票问题,pending,25-05-2026,
TK-1952,CUST-2628,退换货,closed,09/25/2026,09/18/2025
TK-1953,CUST-661,投诉,OPEN,2025-03-07,
TK-1954,CUST-1691,退换货,pending,2026-05-17,25-11-2026
TK-1955,CUST-1154,投诉,OPEN,2026-10-09,07/16/2025
TK-1956,CUST-3683,发票问题,closed,2025-04-13,02/16/2026
TK-1957,CUST-1507,投诉,resolved,09/15/2026,13-01-2025
TK-1958,CUST-4873,售后维修,pending,26-05-2026,04-04-2025
TK-1959,CUST-3359,退换货,resolved,14-05-2026,2025-09-22
TK-1960,CUST-1434,投诉,closed,01/18/2026,12/16/2026
TK-1961,CUST-869,退换货,open,04/01/2026,
TK-1962,CUST-1032,售后维修,OPEN,2026-02-12,28-08-2025
TK-1963,CUST-3184,售后维修,pending,07/25/2026,01-11-2026
TK-1964,CUST-2771,退换货,closed,09-10-2025,2025-06-28
TK-1965,CUST-4874,发票问题,open,07-10-2026,2025-06-17
TK-1966,CUST-1367,发票问题,pending,12/01/2025,2025-02-05
TK-1967,CUST-2327,发票问题,pending,2026-07-24,2026-05-02
TK-1968,CUST-275,投诉,resolved,06/14/2026,21-05-2026
TK-1969,CUST-1975,发票问题,resolved,2025-12-04,2026-08-12
TK-1970,CUST-65,发票问题,closed,2025-04-27,19-10-2025
TK-1971,CUST-2407,售后维修,OPEN,20-01-2025,05/16/2025
TK-1972,CUST-3403,投诉,open,10/08/2026,2026-09-14
TK-1973,CUST-4234,发票问题,pending,05/02/2025,12/02/2026
TK-1974,CUST-230,投诉,open,2025-10-19,27-08-2026
TK-1975,CUST-640,退换货,pending,08/08/2025,
TK-1976,CUST-3827,物流查询,open,01/24/2026,20-04-2026
TK-1977,CUST-547,退换货,pending,2025-04-13,2026-03-07
TK-1978,CUST-3732,发票问题,OPEN,2025-07-08,26-09-2025
TK-1979,CUST-2318,投诉,pending,2026-09-23,2025-03-05
TK-1980,CUST-341,退换货,resolved,08/14/2026,06/20/2026
TK-1981,CUST-2010,投诉,pending,2025-05-23,08/17/2026
TK-1982,CUST-1874,发票问题,pending,19-08-2026,07/28/2026
TK-1983,CUST-4097,投诉,resolved,2025-07-07,05/12/2025
TK-1984,CUST-2580,售后维修,open,2026-04-25,05/01/2025
TK-1985,CUST-4742,发票问题,resolved,09/16/2026,2026-10-14
TK-1986,CUST-1186,发票问题,resolved,2026-07-18,01-08-2025
TK-1987,CUST-4099,售后维修,closed,2025-07-12,2026-01-28
TK-1988,CUST-472,售后维修,closed,2026-01-24,
TK-1989,CUST-3225,物流查询,open,2026-07-20,02-12-2026
TK-1990,CUST-624,物流查询,OPEN,11/14/2025,2026-04-18
TK-1991,CUST-2920,发票问题,resolved,10/18/2026,2026-08-28
TK-1992,CUST-1166,物流查询,resolved,12/05/2025,2025-09-24
TK-1993,CUST-4038,发票问题,closed,03/05/2026,27-03-2026
TK-1994,CUST-1392,物流查询,open,2026-12-10,2025-04-11
TK-1995,CUST-2289,发票问题,open,14-08-2025,05-05-2025
TK-1996,CUST-3409,投诉,closed,2025-03-07,2026-05-05
TK-1997,CUST-1737,售后维修,pending,2025-12-20,12/19/2025
TK-1998,CUST-3404,投诉,closed,2026-10-13,12-08-2025
TK-1999,CUST-3745,投诉,OPEN,03-09-2025,2025-10-04
TK-2000,CUST-111,物流查询,pending,16-05-2025,
