shipment_id,order_id,shipped_date,delivered_date,carrier,delivery_days
SH-434,ORD-5563,2024-09-22,07/17/2024,中通,5
SH-435,ORD-535,2024-05-08,2025-11-21,京东物流,6
SH-436,ORD-4857,03/09/2026,2024-06-05,圆通,7
SH-437,ORD-1411,2024-01-08,03/06/2024,顺丰,2
SH-438,ORD-1453,07/20/2026,20-06-2024,圆通,2
SH-439,ORD-12137,2026-08-09,2026-08-07,圆通,10
SH-440,ORD-9860,01/17/2025,07/13/2024,顺丰,21
SH-441,ORD-7764,2025-08-01,2026-07-13,中通,2
SH-442,ORD-4294,09/17/2024,2026-03-27,圆通,3
SH-443,ORD-7435,2024-11-26,2026-02-13,邮政,3
SH-444,ORD-8846,2024-03-20,2025-06-09,京东物流,6
SH-445,ORD-6695,2025-01-20,2026-10-05,京东物流,3
SH-446,ORD-8122,2026-05-26,2025-01-16,中通,7
SH-447,ORD-6104,09/11/2026,2026-11-24,圆通,4
SH-448,ORD-5062,10/27/2024,01/10/2024,顺丰,2
SH-449,ORD-8890,10/12/2024,01/02/2026,邮政,7
SH-450,ORD-13283,2024-03-06,04/19/2025,京东物流,4
SH-451,ORD-1440,2024-09-25,2026-02-20,京东物流,3
SH-452,ORD-5091,2025-09-09,03/24/2024,中通,2
SH-453,ORD-6523,2026-03-27,06-09-2026,京东物流,7
SH-454,ORD-6493,2024-11-06,2024-03-24,中通,2
SH-455,ORD-4840,07-04-2024,05/19/2024,中通,6
SH-456,ORD-10878,20-10-2024,2026-08-10,圆通,1
SH-457,ORD-5192,2025-04-25,03/25/2024,京东物流,2
SH-458,ORD-6017,2026-12-25,07-08-2024,顺丰,7
SH-459,ORD-13344,2024-04-20,2026-06-06,中通,3
SH-460,ORD-9950,12/23/2026,02/24/2025,中通,3
SH-461,ORD-7196,10/14/2026,2024-07-23,圆通,4
SH-462,ORD-6213,2024-09-19,09/03/2024,邮政,6
SH-463,ORD-7654,2026-08-10,2024-03-23,中通,3
SH-464,ORD-6073,26-11-2026,09/27/2026,顺丰,2
SH-465,ORD-6478,17-10-2026,09-12-2024,中通,2
SH-466,ORD-11817,10/13/2025,2025-04-23,京东物流,1
SH-467,ORD-12475,24-09-2025,25-12-2026,邮政,6
SH-468,ORD-9307,03/03/2025,01-04-2025,京东物流,4
SH-469,ORD-12219,03-09-2026,2024-09-28,中通,2
SH-470,ORD-12814,26-12-2024,23-05-2026,中通,16
SH-471,ORD-5079,28-02-2025,08/07/2024,圆通,7
SH-472,ORD-5009,2025-12-23,02/10/2025,圆通,3
SH-473,ORD-1440,2024-12-26,04/21/2026,中通,1
SH-474,ORD-2384,08/13/2026,2024-05-28,中通,6
SH-475,ORD-3794,2026-01-10,2024-08-23,圆通,26
SH-476,ORD-12028,2026-08-26,2024-04-11,顺丰,1
SH-477,ORD-5742,24-03-2026,2025-03-24,京东物流,5
SH-478,ORD-13879,2025-07-05,2025-04-24,顺丰,7
SH-479,ORD-6414,10/18/2024,05-01-2025,顺丰,1
SH-480,ORD-10849,01/04/2026,2026-04-08,京东物流,7
SH-481,ORD-745,2025-06-20,09/10/2024,圆通,4
SH-482,ORD-14247,2025-09-26,01/12/2024,顺丰,4
SH-483,ORD-4785,2025-11-19,09-07-2024,中通,1
SH-484,ORD-4794,03-05-2026,2024-01-01,邮政,4
SH-485,ORD-428,2025-03-05,2026-12-11,京东物流,6
SH-486,ORD-8185,03-09-2026,2025-08-02,邮政,5
SH-487,ORD-5752,2025-02-12,2024-02-26,圆通,1
SH-488,ORD-12352,2026-01-09,2026-11-24,邮政,4
SH-489,ORD-4254,2026-04-21,2026-10-26,中通,2
SH-490,ORD-14651,07/26/2026,2025-06-06,圆通,6
SH-491,ORD-14057,2025-11-18,12/01/2026,邮政,4
SH-492,ORD-7751,2025-08-07,23-09-2025,邮政,4
SH-493,ORD-4670,2026-07-24,12/27/2025,邮政,3
SH-494,ORD-6151,09/12/2025,03/27/2026,邮政,28
SH-495,ORD-12226,2024-09-05,23-02-2025,圆通,6
SH-496,ORD-2906,2024-03-07,04/04/2026,中通,1
SH-497,ORD-9066,10-09-2026,03/20/2024,圆通,2
SH-498,ORD-6114,2024-05-12,2024-03-08,京东物流,4
SH-499,ORD-9064,2024-01-07,2024-03-01,顺丰,7
SH-500,ORD-9082,2025-10-21,2024-05-23,邮政,5
SH-501,ORD-6324,2025-04-18,2025-07-07,顺丰,8
SH-502,ORD-1150,11/10/2026,10/15/2024,圆通,6
SH-503,ORD-14936,06-04-2025,14-02-2026,顺丰,2
SH-504,ORD-14341,2025-09-09,2026-04-12,邮政,3
SH-505,ORD-10369,04/04/2024,02/21/2024,京东物流,1
SH-506,ORD-1649,03-04-2025,2024-02-18,顺丰,5
SH-507,ORD-14934,04/28/2025,2026-08-11,顺丰,3
SH-508,ORD-3071,2026-09-16,11-09-2025,京东物流,4
SH-509,ORD-6247,2026-06-13,2025-07-01,京东物流,1
SH-510,ORD-9389,2025-09-09,21-11-2024,邮政,6
SH-511,ORD-11391,2025-06-10,2025-11-19,中通,1
SH-512,ORD-821,2024-05-14,2024-06-25,顺丰,2
SH-513,ORD-8141,2026-06-28,2026-02-13,京东物流,6
SH-514,ORD-13308,2024-02-06,2026-10-16,京东物流,6
SH-515,ORD-10771,05/27/2024,19-06-2025,邮政,18
SH-516,ORD-6609,2026-01-27,2025-06-03,顺丰,1
SH-517,ORD-1699,17-06-2026,2026-09-22,顺丰,3
SH-518,ORD-9155,2026-08-19,2024-01-03,圆通,2
SH-519,ORD-14155,2026-03-26,2026-07-06,中通,5
SH-520,ORD-10963,2024-06-17,05/24/2026,邮政,7
SH-521,ORD-1192,10/01/2026,26-07-2026,京东物流,5
SH-522,ORD-2328,02/01/2025,2025-07-20,中通,12
SH-523,ORD-80,12/22/2024,2026-03-17,中通,3
SH-524,ORD-8958,2026-03-12,2025-02-22,中通,3
SH-525,ORD-6762,2026-06-25,2026-02-24,顺丰,21
SH-526,ORD-5077,12/20/2026,06/20/2025,邮政,5
SH-527,ORD-7271,2026-12-28,12/08/2024,圆通,3
SH-528,ORD-1319,2026-02-12,2024-03-14,京东物流,2
SH-529,ORD-2782,19-10-2024,2024-03-23,中通,6
SH-530,ORD-5050,2025-06-27,07/13/2026,圆通,7
SH-531,ORD-1323,06/05/2025,2025-04-28,圆通,3
SH-532,ORD-4967,2026-07-13,02-11-2026,圆通,4
SH-533,ORD-11409,27-12-2025,03-06-2025,京东物流,18
SH-534,ORD-7355,09-06-2026,27-10-2026,顺丰,5
SH-535,ORD-410,10-06-2025,02/18/2025,京东物流,3
SH-536,ORD-10662,2024-06-25,2024-12-04,邮政,1
SH-537,ORD-3013,20-09-2024,2026-07-20,京东物流,2
SH-538,ORD-9676,2025-02-12,2025-07-10,中通,1
SH-539,ORD-2509,2024-11-27,07/06/2024,圆通,6
SH-540,ORD-2516,2026-05-08,2025-06-08,圆通,5
SH-541,ORD-338,07/05/2024,10/13/2026,邮政,7
SH-542,ORD-11056,2025-03-11,20-03-2025,顺丰,1
SH-543,ORD-13209,2025-01-09,13-08-2026,顺丰,2
SH-544,ORD-9046,06/26/2024,2025-10-09,圆通,6
SH-545,ORD-11299,05/04/2025,01/03/2026,京东物流,5
SH-546,ORD-6756,24-03-2026,2024-05-24,京东物流,4
SH-547,ORD-7248,2024-10-13,2025-08-05,邮政,5
SH-548,ORD-4299,2025-01-26,2024-11-22,京东物流,1
SH-549,ORD-4849,11/10/2026,24-10-2025,邮政,23
SH-550,ORD-12128,2026-01-24,2025-08-06,邮政,5
SH-551,ORD-14416,07/07/2024,2026-11-20,京东物流,6
SH-552,ORD-14819,2025-08-25,27-12-2024,京东物流,7
SH-553,ORD-10901,2026-11-08,2025-10-18,顺丰,2
SH-554,ORD-4716,08/19/2026,04/26/2026,顺丰,5
SH-555,ORD-2694,04/08/2024,07/20/2026,顺丰,1
SH-556,ORD-8257,2026-03-18,2024-06-26,圆通,5
SH-557,ORD-2263,09/07/2026,15-01-2024,圆通,22
SH-558,ORD-7686,12-07-2025,2025-05-02,邮政,7
SH-559,ORD-14088,03/13/2026,2024-11-24,中通,15
SH-560,ORD-6020,08-05-2025,2026-04-26,中通,1
SH-561,ORD-11282,2026-04-15,10/26/2025,京东物流,5
SH-562,ORD-12514,01/23/2025,2026-11-07,顺丰,4
SH-563,ORD-4978,2024-12-22,2024-04-08,邮政,5
SH-564,ORD-2392,06/04/2026,2024-03-15,京东物流,6
SH-565,ORD-67,2025-05-05,18-12-2024,中通,6
SH-566,ORD-4935,01-03-2024,07-11-2025,顺丰,5
SH-567,ORD-12094,2026-05-14,2025-03-26,邮政,1
SH-568,ORD-11935,2025-05-26,13-12-2025,邮政,2
SH-569,ORD-11112,2026-06-06,06-08-2024,中通,4
SH-570,ORD-5496,05/08/2026,2024-01-12,圆通,6
SH-571,ORD-12844,2024-10-15,11/25/2025,邮政,6
SH-572,ORD-2698,28-03-2025,2025-04-25,圆通,1
SH-573,ORD-13440,08/16/2025,2025-09-24,顺丰,30
SH-574,ORD-14782,07-08-2025,14-08-2026,中通,5
SH-575,ORD-3497,2024-12-19,2024-05-24,顺丰,4
SH-576,ORD-3357,12/12/2025,2025-01-04,邮政,1
SH-577,ORD-7045,2025-09-20,2024-01-02,中通,5
SH-578,ORD-12695,2024-07-14,18-03-2025,邮政,2
SH-579,ORD-10354,02/07/2024,05/08/2024,邮政,7
SH-580,ORD-7930,2024-08-03,19-10-2025,邮政,1
SH-581,ORD-4985,01-12-2024,07-01-2026,圆通,2
SH-582,ORD-11444,2026-09-01,2024-02-08,邮政,3
SH-583,ORD-5741,11/12/2024,04/06/2026,邮政,2
SH-584,ORD-10372,2026-11-23,2025-09-26,中通,5
SH-585,ORD-6468,16-07-2024,2026-07-09,圆通,9
SH-586,ORD-9802,09/06/2025,04/01/2025,顺丰,2
SH-587,ORD-9623,19-11-2024,23-06-2024,顺丰,5
SH-588,ORD-715,01/20/2026,11-01-2026,顺丰,2
SH-589,ORD-8649,11-12-2024,2025-02-28,圆通,27
SH-590,ORD-9915,25-03-2026,04/13/2025,中通,7
SH-591,ORD-5723,25-02-2025,2024-01-03,邮政,7
SH-592,ORD-205,17-10-2025,09/26/2026,京东物流,3
SH-593,ORD-13571,10/26/2024,06-02-2026,邮政,1
SH-594,ORD-13155,11/19/2025,2025-03-05,京东物流,7
SH-595,ORD-6580,2026-05-08,03/17/2025,中通,6
SH-596,ORD-4659,11-07-2025,2026-04-21,邮政,6
SH-597,ORD-1011,2026-06-17,2024-10-11,圆通,6
SH-598,ORD-2555,2026-06-13,2026-03-02,中通,6
SH-599,ORD-10359,02-10-2025,2024-03-13,京东物流,3
SH-600,ORD-6778,11/24/2026,06/21/2024,圆通,1
SH-601,ORD-6252,07/06/2026,09/20/2024,顺丰,4
SH-602,ORD-5485,15-09-2026,2025-04-15,顺丰,6
SH-603,ORD-7756,2026-04-19,2024-08-16,邮政,5
SH-604,ORD-7849,01/10/2024,2024-09-12,邮政,4
SH-605,ORD-5968,08/19/2025,2025-06-10,京东物流,3
SH-606,ORD-9243,2024-03-22,08/18/2026,圆通,1
SH-607,ORD-12944,2025-06-12,10/10/2024,京东物流,4
SH-608,ORD-9853,2025-05-17,2026-08-27,顺丰,4
SH-609,ORD-5678,11/07/2025,04-08-2024,顺丰,5
SH-610,ORD-11139,2026-02-27,2026-09-26,京东物流,3
SH-611,ORD-9993,07-04-2024,2024-03-23,邮政,27
SH-612,ORD-2123,06-10-2026,2026-05-20,中通,1
SH-613,ORD-13500,02/26/2026,2024-01-07,邮政,6
SH-614,ORD-11548,06-05-2026,12/01/2024,京东物流,1
SH-615,ORD-12374,10/26/2026,10/11/2024,中通,28
SH-616,ORD-12938,2026-07-09,2024-06-23,中通,5
SH-617,ORD-11429,10/06/2024,2026-07-28,中通,5
SH-618,ORD-12098,09-12-2024,2024-03-06,邮政,6
SH-619,ORD-427,2025-11-23,20-10-2026,圆通,1
SH-620,ORD-142,02/23/2026,2026-08-10,邮政,3
SH-621,ORD-9053,08/21/2026,20-11-2026,顺丰,4
SH-622,ORD-8468,2026-01-03,04-10-2024,邮政,4
SH-623,ORD-2250,19-05-2025,08/08/2026,中通,2
SH-624,ORD-12746,16-01-2026,02/10/2025,京东物流,4
SH-625,ORD-4134,2024-11-23,23-05-2025,京东物流,2
SH-626,ORD-12415,12/18/2026,2024-06-26,顺丰,1
SH-627,ORD-1711,20-04-2026,2025-09-28,顺丰,4
SH-628,ORD-9117,2025-10-02,19-01-2026,京东物流,4
SH-629,ORD-13838,2025-04-02,2024-05-23,中通,2
SH-630,ORD-8605,06/20/2026,2026-09-06,邮政,4
SH-631,ORD-48,20-01-2026,2026-06-24,邮政,4
SH-632,ORD-9450,2026-09-23,05-04-2024,京东物流,6
SH-633,ORD-13538,2025-08-06,2024-04-07,邮政,4
SH-634,ORD-423,2024-10-07,04-03-2025,圆通,6
SH-635,ORD-6198,2025-01-08,2025-12-03,圆通,6
SH-636,ORD-824,03-08-2026,06/17/2024,圆通,5
SH-637,ORD-8248,2026-06-10,2025-07-17,京东物流,3
SH-638,ORD-3506,2024-05-17,2024-02-01,京东物流,3
SH-639,ORD-2659,16-07-2026,05/27/2024,中通,2
SH-640,ORD-8448,2026-09-24,12-11-2025,顺丰,3
SH-641,ORD-49,2024-02-13,06/25/2026,邮政,1
SH-642,ORD-10547,09/12/2025,02/17/2024,中通,2
SH-643,ORD-1720,2024-05-19,2024-02-20,京东物流,5
SH-644,ORD-12170,2024-04-01,07/15/2025,中通,9
SH-645,ORD-32,12/10/2026,2025-07-14,顺丰,12
SH-646,ORD-8605,03-08-2026,09/06/2025,顺丰,23
SH-647,ORD-7372,2025-02-05,2024-02-05,顺丰,2
SH-648,ORD-6493,07-06-2025,08/03/2026,中通,1
SH-649,ORD-4385,01/08/2025,10/26/2024,中通,3
SH-650,ORD-10108,18-01-2025,2025-02-09,顺丰,1
SH-651,ORD-12271,2025-10-20,2025-03-22,京东物流,4
SH-652,ORD-11561,2025-10-04,2024-06-06,京东物流,4
SH-653,ORD-6058,2025-06-21,2025-11-03,邮政,1
SH-654,ORD-4836,01/27/2026,01/04/2026,圆通,7
SH-655,ORD-2234,01-11-2025,2025-10-06,邮政,6
SH-656,ORD-3730,2026-06-16,02/11/2025,圆通,4
SH-657,ORD-8624,2025-06-19,14-09-2026,中通,4
SH-658,ORD-6589,2024-12-02,2025-07-19,邮政,6
SH-659,ORD-5918,11/21/2025,2024-02-06,中通,7
SH-660,ORD-5125,2025-02-02,03/18/2025,中通,2
SH-661,ORD-14933,2026-10-09,07/09/2026,邮政,9
SH-662,ORD-14172,2024-07-19,2024-09-22,邮政,1
SH-663,ORD-14255,09-02-2025,09/02/2025,顺丰,18
SH-664,ORD-2914,2024-03-08,04/15/2026,京东物流,11
SH-665,ORD-5356,2025-10-06,2024-04-11,京东物流,5
SH-666,ORD-9982,2026-07-04,2024-07-24,中通,4
SH-667,ORD-3932,2025-05-26,07/03/2026,京东物流,1
SH-668,ORD-3417,14-03-2025,08/12/2025,邮政,7
SH-669,ORD-5387,2026-09-16,03/18/2025,圆通,1
SH-670,ORD-1931,05/04/2026,06/23/2024,京东物流,1
SH-671,ORD-11098,15-05-2025,2026-08-26,京东物流,3
SH-672,ORD-9622,21-07-2025,2024-09-03,圆通,6
SH-673,ORD-5617,04/13/2026,2025-06-13,中通,3
SH-674,ORD-3782,2026-02-12,2024-03-23,圆通,28
SH-675,ORD-6055,2025-03-04,2024-10-04,圆通,3
SH-676,ORD-665,2026-05-01,2026-09-10,顺丰,2
SH-677,ORD-8713,02/11/2024,03/08/2026,中通,3
SH-678,ORD-11230,11/13/2025,06-06-2025,圆通,6
SH-679,ORD-7857,10/07/2026,2025-01-01,京东物流,1
SH-680,ORD-4944,11-01-2024,02/19/2025,顺丰,5
SH-681,ORD-6960,01-10-2024,02-04-2025,顺丰,7
SH-682,ORD-776,2026-10-01,07/25/2024,顺丰,2
SH-683,ORD-6335,02/12/2026,2026-08-11,京东物流,2
SH-684,ORD-11536,20-04-2025,2026-03-26,京东物流,3
SH-685,ORD-2553,2025-05-17,2026-07-10,京东物流,7
SH-686,ORD-8510,2025-01-03,01/12/2024,顺丰,4
SH-687,ORD-293,2024-03-27,05-07-2026,圆通,3
SH-688,ORD-13307,2024-02-14,2026-06-24,邮政,6
SH-689,ORD-7947,12/12/2024,11/15/2026,邮政,7
SH-690,ORD-14027,2024-01-06,2024-09-18,邮政,1
SH-691,ORD-11552,06-11-2025,2024-07-10,京东物流,1
SH-692,ORD-6408,2025-05-25,15-03-2026,圆通,6
SH-693,ORD-2248,01/28/2026,2025-11-09,京东物流,6
SH-694,ORD-12793,2026-05-10,08-10-2026,京东物流,4
SH-695,ORD-5763,06/10/2025,2026-08-19,邮政,6
SH-696,ORD-2691,2026-07-15,09/26/2024,邮政,1
SH-697,ORD-2444,2025-08-18,2026-02-02,顺丰,3
SH-698,ORD-405,2024-07-21,2026-12-05,邮政,4
SH-699,ORD-11915,04/23/2025,06/22/2024,京东物流,5
SH-700,ORD-12128,2026-12-15,2026-11-19,邮政,4
SH-701,ORD-4525,2025-06-01,2026-07-26,邮政,6
SH-702,ORD-7713,2024-04-01,2024-03-11,中通,5
SH-703,ORD-12132,2024-12-17,2025-07-06,京东物流,1
SH-704,ORD-11024,2024-02-23,2025-06-19,邮政,3
SH-705,ORD-12470,2024-01-01,10/01/2024,中通,1
SH-706,ORD-7173,09/04/2025,2025-06-06,京东物流,3
SH-707,ORD-7336,09/22/2025,2026-12-05,京东物流,7
SH-708,ORD-4217,2026-02-13,05/21/2026,京东物流,6
SH-709,ORD-6688,2025-12-10,02/02/2025,顺丰,3
SH-710,ORD-14003,16-05-2026,01-04-2024,中通,4
SH-711,ORD-463,2024-07-06,27-04-2025,京东物流,6
SH-712,ORD-3973,17-09-2024,26-02-2024,顺丰,4
SH-713,ORD-12678,2024-12-23,01/07/2025,顺丰,3
SH-714,ORD-3574,08-12-2024,01-01-2026,邮政,6
SH-715,ORD-10830,2024-02-24,2026-09-14,邮政,7
SH-716,ORD-5503,19-11-2026,2025-10-14,邮政,1
SH-717,ORD-7899,2026-03-04,03-06-2025,邮政,4
SH-718,ORD-847,08/12/2025,03/01/2026,顺丰,1
SH-719,ORD-12859,2026-09-11,01/06/2024,圆通,1
SH-720,ORD-6995,25-01-2024,2024-11-19,顺丰,11
SH-721,ORD-14206,2024-11-03,2024-09-05,中通,3
SH-722,ORD-14231,11-10-2026,03/16/2025,圆通,3
SH-723,ORD-14114,06-11-2026,27-05-2026,中通,1
SH-724,ORD-10835,11/22/2025,05/09/2024,中通,6
SH-725,ORD-11042,2025-01-16,10-03-2025,邮政,2
SH-726,ORD-11262,28-09-2026,2026-11-19,中通,6
SH-727,ORD-12191,10/11/2025,08/14/2026,中通,26
SH-728,ORD-11832,11/10/2025,2025-03-26,顺丰,4
SH-729,ORD-12190,2025-09-28,10/14/2024,顺丰,7
SH-730,ORD-1175,2025-04-08,10/04/2026,顺丰,7
SH-731,ORD-14167,2024-01-05,2024-03-28,中通,5
SH-732,ORD-5098,18-02-2026,07/06/2024,圆通,5
SH-733,ORD-14180,2026-05-01,2026-06-10,邮政,4
SH-734,ORD-10982,11/09/2026,08/01/2026,京东物流,7
SH-735,ORD-2520,2024-05-10,01/15/2025,京东物流,1
SH-736,ORD-7014,2024-09-14,08/18/2024,邮政,6
SH-737,ORD-11662,2026-07-12,2025-06-09,中通,3
SH-738,ORD-5396,2025-01-24,2025-03-08,中通,4
SH-739,ORD-1145,06/03/2024,2025-09-09,邮政,3
SH-740,ORD-10285,18-01-2024,28-08-2025,京东物流,6
SH-741,ORD-9696,06/27/2026,2025-12-28,邮政,1
SH-742,ORD-12995,2024-10-12,17-02-2025,中通,28
SH-743,ORD-14402,2026-11-01,2026-04-27,邮政,4
SH-744,ORD-9550,03/15/2024,2026-12-03,圆通,2
SH-745,ORD-3762,09/17/2025,2024-01-15,中通,3
SH-746,ORD-10305,2025-02-20,2024-03-13,圆通,6
SH-747,ORD-11798,2025-06-02,2026-03-10,邮政,18
SH-748,ORD-12996,06-04-2026,12/07/2026,邮政,2
SH-749,ORD-5751,07/18/2024,03-03-2025,中通,6
SH-750,ORD-4286,28-08-2024,09-02-2025,京东物流,2
SH-751,ORD-675,2024-06-05,09/01/2025,中通,7
SH-752,ORD-12314,2024-07-24,14-03-2026,圆通,1
SH-753,ORD-2985,2025-10-23,21-12-2026,京东物流,2
SH-754,ORD-885,07/14/2025,2026-12-14,京东物流,2
SH-755,ORD-9656,2024-03-09,2026-05-27,中通,5
SH-756,ORD-14278,11/12/2025,2025-05-16,中通,2
SH-757,ORD-2307,2026-12-16,05/19/2026,中通,1
SH-758,ORD-8175,06-12-2026,08/07/2024,圆通,1
SH-759,ORD-3643,08/26/2026,19-12-2024,京东物流,1
SH-760,ORD-4782,17-11-2025,2025-08-24,顺丰,1
SH-761,ORD-2494,09/08/2026,2024-07-20,邮政,2
SH-762,ORD-7799,02/11/2025,02/04/2026,顺丰,2
SH-763,ORD-3555,11-03-2024,2024-09-17,中通,4
SH-764,ORD-13774,2024-12-26,01/06/2025,顺丰,1
SH-765,ORD-6136,27-01-2025,03/21/2026,京东物流,6
SH-766,ORD-5909,10/18/2025,2025-05-26,顺丰,30
SH-767,ORD-7672,05/06/2025,2026-05-18,顺丰,2
SH-768,ORD-6030,09/25/2024,25-03-2026,顺丰,2
SH-769,ORD-7138,09/25/2025,01/20/2025,京东物流,5
SH-770,ORD-3787,07/14/2025,06/11/2024,中通,5
SH-771,ORD-11257,01-05-2026,2025-11-23,圆通,7
SH-772,ORD-6505,2026-07-18,2024-09-03,顺丰,5
SH-773,ORD-12164,2025-03-12,2024-06-22,邮政,15
SH-774,ORD-13340,2026-04-22,2025-06-09,圆通,3
SH-775,ORD-9675,02/11/2025,2024-01-09,圆通,24
SH-776,ORD-14270,12-08-2024,2026-08-27,中通,4
SH-777,ORD-8875,10/21/2026,2026-09-12,圆通,2
SH-778,ORD-1957,26-11-2026,2026-03-22,圆通,7
SH-779,ORD-5942,11/28/2024,2026-04-02,顺丰,5
SH-780,ORD-5103,2024-06-27,03/27/2024,中通,5
SH-781,ORD-8001,2024-06-18,2024-03-11,顺丰,4
SH-782,ORD-5681,12/14/2024,2024-01-05,中通,1
SH-783,ORD-4275,11/26/2025,2025-07-08,京东物流,23
SH-784,ORD-6324,2024-08-02,2024-02-01,顺丰,22
SH-785,ORD-13982,07/06/2026,2026-03-17,顺丰,4
SH-786,ORD-1319,08/02/2024,2025-10-04,圆通,2
SH-787,ORD-3904,02/19/2026,2024-11-21,邮政,3
SH-788,ORD-984,03/22/2024,2025-04-02,圆通,2
SH-789,ORD-10448,09/14/2024,23-03-2026,中通,7
SH-790,ORD-1364,02/28/2024,2025-03-24,京东物流,1
SH-791,ORD-12479,24-05-2024,2025-11-09,顺丰,3
SH-792,ORD-13784,2024-03-25,04/17/2025,顺丰,5
SH-793,ORD-11560,09/18/2024,2025-09-20,顺丰,4
SH-794,ORD-11782,06/12/2024,2024-04-13,京东物流,5
SH-795,ORD-623,09/16/2026,2024-06-14,顺丰,2
SH-796,ORD-14317,03/12/2024,2024-08-18,顺丰,3
SH-797,ORD-14606,2024-05-05,2024-08-13,京东物流,4
SH-798,ORD-14445,09-11-2025,2026-05-25,邮政,7
SH-799,ORD-13864,22-05-2026,2024-06-13,邮政,4
SH-800,ORD-1913,2024-07-15,03/28/2025,邮政,1
SH-801,ORD-6593,15-04-2026,2026-12-02,京东物流,2
SH-802,ORD-8673,2024-11-21,2025-11-14,邮政,7
SH-803,ORD-14816,2024-08-01,2025-07-01,圆通,3
SH-804,ORD-2214,25-02-2026,12/09/2026,邮政,3
SH-805,ORD-8302,2026-10-19,10-11-2024,京东物流,1
SH-806,ORD-7422,05/27/2025,19-05-2025,顺丰,5
SH-807,ORD-1825,08/05/2026,2024-01-08,邮政,1
SH-808,ORD-11237,2024-09-19,12/20/2025,中通,6
SH-809,ORD-4363,2025-03-18,08/12/2024,中通,4
SH-810,ORD-11147,06/16/2026,07/18/2024,邮政,7
SH-811,ORD-2355,09/19/2025,22-08-2024,圆通,2
SH-812,ORD-14835,2025-09-06,12/04/2025,京东物流,5
SH-813,ORD-9496,04/04/2025,17-07-2026,顺丰,19
SH-814,ORD-9245,2024-04-15,2024-07-01,圆通,1
SH-815,ORD-4351,2025-03-12,2024-03-23,京东物流,6
SH-816,ORD-5267,10/25/2024,2024-12-04,顺丰,24
SH-817,ORD-11881,08/05/2026,2025-02-05,顺丰,4
SH-818,ORD-4045,27-09-2025,2024-12-24,邮政,7
SH-819,ORD-6964,2024-04-23,11/25/2026,京东物流,5
SH-820,ORD-6374,2025-11-08,19-04-2025,邮政,27
SH-821,ORD-3325,2026-09-23,2026-08-14,邮政,5
SH-822,ORD-9774,2025-04-02,05/02/2026,圆通,2
SH-823,ORD-908,2025-04-14,10/24/2024,邮政,5
SH-824,ORD-8992,03/11/2026,09/22/2026,中通,2
SH-825,ORD-6747,02-02-2026,05/08/2026,顺丰,3
SH-826,ORD-11457,2024-10-16,09-06-2025,中通,7
SH-827,ORD-8145,2024-10-28,2024-10-17,顺丰,2
SH-828,ORD-13005,07/09/2026,18-04-2026,邮政,4
SH-829,ORD-474,09/13/2024,2024-01-04,中通,2
SH-830,ORD-7639,14-11-2026,2025-03-01,中通,6
SH-831,ORD-4905,2026-10-10,2024-12-22,圆通,7
SH-832,ORD-3221,05/08/2025,2026-08-16,中通,3
SH-833,ORD-2750,14-06-2024,03/12/2024,京东物流,3
SH-834,ORD-4024,14-02-2024,2024-09-18,圆通,7
SH-835,ORD-8492,21-05-2025,27-10-2024,中通,7
SH-836,ORD-12148,2026-07-05,09/23/2024,邮政,2
SH-837,ORD-5191,2026-11-26,2025-07-18,京东物流,4
SH-838,ORD-9387,2024-06-03,10-10-2024,京东物流,5
SH-839,ORD-10397,2024-07-16,2025-07-21,邮政,1
SH-840,ORD-8051,01/22/2024,2026-06-19,圆通,6
SH-841,ORD-10109,2025-01-03,07/11/2024,京东物流,7
SH-842,ORD-1640,07/17/2024,2025-03-20,京东物流,5
SH-843,ORD-1172,03/09/2024,2024-02-19,圆通,5
SH-844,ORD-3396,2025-05-05,13-06-2025,顺丰,7
SH-845,ORD-1983,2025-12-24,21-08-2025,圆通,2
SH-846,ORD-9721,08-07-2025,03/08/2026,顺丰,24
SH-847,ORD-13663,2025-04-10,07-01-2026,邮政,2
SH-848,ORD-1360,2025-12-04,09/25/2026,顺丰,7
SH-849,ORD-10239,2024-08-23,03/24/2026,圆通,1
SH-850,ORD-67,27-06-2025,2025-06-01,中通,7
SH-851,ORD-12861,2025-10-10,25-10-2024,顺丰,3
SH-852,ORD-10317,02/13/2026,06/28/2024,中通,1
SH-853,ORD-10097,2024-10-15,2024-09-24,京东物流,22
SH-854,ORD-13416,01/26/2026,2024-09-15,圆通,7
SH-855,ORD-92,2024-12-03,2026-12-13,中通,2
SH-856,ORD-3677,03/05/2024,18-08-2025,邮政,7
SH-857,ORD-4267,02/19/2026,01-07-2024,圆通,1
SH-858,ORD-14597,08-09-2024,2024-08-05,邮政,6
SH-859,ORD-14786,2025-11-02,04/13/2024,中通,2
SH-860,ORD-6427,2025-02-22,08/07/2024,邮政,4
SH-861,ORD-2953,2025-01-14,20-06-2024,京东物流,2
SH-862,ORD-1209,18-04-2024,11/14/2026,京东物流,4
SH-863,ORD-3730,08/16/2025,12/01/2024,顺丰,2
SH-864,ORD-11446,2025-03-01,16-01-2025,邮政,2
SH-865,ORD-3187,2026-11-01,25-08-2025,圆通,4
SH-866,ORD-11888,20-09-2026,04/14/2026,中通,6
SH-867,ORD-10939,11/24/2024,03-11-2025,京东物流,7
