shipment_id,supplier_id,part_number,quantity,unit_cost,order_date,arrival_date,lead_time_days
SHIP-1364,MFG-27,PN-8011,45,"29,11",2021-09-19,02/27/2023,23
SHIP-1365,MFG-38,PN-6896,33,95.88,20-04-2024,08-01-2023,21
SHIP-1366,MFG-75,PN-6865,92,"61,99",2020-09-18,2023-11-22,36
SHIP-1367,MFG-123,PN-5466,62,"51,08",02/20/2020,05/22/2021,16
SHIP-1368,MFG-5,PN-1784,87,101,11/10/2024,06/10/2021,2
SHIP-1369,MFG-30,PN-6007,125,"43,78",10/22/2024,07/22/2024,28
SHIP-1370,MFG-87,PN-8892,127,90.87,2023-03-07,11-09-2024,55
SHIP-1371,MFG-14,PN-7541,12,"59,18",2024-09-03,2021-08-15,5
SHIP-1372,MFG-44,PN-4910,89,19,2020-12-07,2021-01-28,65
SHIP-1373,MFG-77,PN-1816,129,38.06,11-11-2023,2023-10-07,60
SHIP-1374,MFG-144,PN-3222,120,73.26,2021-06-09,17-09-2024,7
SHIP-1375,MFG-25,PN-3326,47,16.16,2022-06-11,06-07-2024,55
SHIP-1376,MFG-136,PN-6977,192,"90,72",06/13/2021,16-06-2021,4
SHIP-1377,MFG-145,PN-6048,65,67.64,08/08/2022,2022-11-05,19
SHIP-1378,MFG-38,PN-7202,123,71,2023-07-24,2020-06-20,30
SHIP-1379,MFG-113,PN-9876,83,"60,48",2020-01-15,10-05-2021,1
SHIP-1380,MFG-176,PN-1975,43,82.23,04/27/2020,22-07-2022,23
SHIP-1381,MFG-105,PN-6608,200,99.89,25-07-2023,02-12-2022,2
SHIP-1382,MFG-63,PN-1158,24,31,04/19/2020,28-10-2024,6
SHIP-1383,MFG-193,PN-1133,73,64,19-10-2023,2020-08-28,15
SHIP-1384,MFG-101,PN-5149,170,93,06/20/2021,24-09-2020,27
SHIP-1385,MFG-7,PN-9504,50,54,2023-03-25,09/23/2023,17
SHIP-1386,MFG-93,PN-8758,25,4.21,11/17/2024,07/02/2020,18
SHIP-1387,MFG-13,PN-8667,45,"35,26",2024-08-08,2020-10-03,3
SHIP-1388,MFG-105,PN-8482,124,36,2022-05-21,2022-10-14,14
SHIP-1389,MFG-121,PN-8491,26,23.92,05/16/2020,2024-07-04,57
SHIP-1390,MFG-146,PN-2828,165,100.67,07/02/2021,2023-07-07,30
SHIP-1391,MFG-111,PN-3041,64,94.64,28-04-2024,11-01-2021,17
SHIP-1392,MFG-100,PN-9173,146,7.18,2023-03-21,2022-02-24,19
SHIP-1393,MFG-197,PN-3416,169,31.26,05/24/2021,2023-12-04,17
SHIP-1394,MFG-71,PN-7383,200,95,06/26/2023,2023-02-10,1
SHIP-1395,MFG-38,PN-7482,95,"16,97",24-11-2024,10-02-2022,15
SHIP-1396,MFG-76,PN-3963,176,"54,69",2021-08-02,04/16/2022,13
SHIP-1397,MFG-157,PN-9651,46,"60,99",2023-10-04,2022-12-09,60
SHIP-1398,MFG-137,PN-5752,81,38.82,2022-11-27,2021-08-11,16
SHIP-1399,MFG-49,PN-1752,82,"95,14",2024-11-10,2022-05-28,23
SHIP-1400,MFG-189,PN-2014,162,72.57,2021-12-26,2024-08-26,13
SHIP-1401,MFG-194,PN-2732,98,5.45,20-10-2020,05/03/2021,22
SHIP-1402,MFG-109,PN-6187,75,"73,64",09/18/2023,04-07-2020,2
SHIP-1403,MFG-117,PN-2565,112,5,02-10-2023,2020-04-17,11
SHIP-1404,MFG-189,PN-4856,184,"55,28",12/06/2022,2024-01-12,7
SHIP-1405,MFG-15,PN-1254,30,89.86,2024-09-15,2020-08-24,24
SHIP-1406,MFG-59,PN-3422,54,47.5,2023-02-12,2022-06-25,16
SHIP-1407,MFG-102,PN-9531,21,100,01/16/2022,2022-02-08,18
SHIP-1408,MFG-79,PN-7293,12,"13,78",23-11-2023,2024-09-02,17
SHIP-1409,MFG-184,PN-8959,79,54.99,2024-04-03,2022-07-09,18
SHIP-1410,MFG-188,PN-9648,185,77,11-12-2022,2022-01-18,5
SHIP-1411,MFG-24,PN-1299,160,91.53,11-04-2024,02-02-2021,30
SHIP-1412,MFG-150,PN-6907,116,"46,27",27-02-2020,2023-05-04,28
SHIP-1413,MFG-55,PN-9172,97,"12,3",2024-01-22,05-04-2020,18
SHIP-1414,MFG-159,PN-2182,134,87.69,04-01-2022,2023-08-14,28
SHIP-1415,MFG-19,PN-7328,75,60.77,03-09-2023,01-11-2021,22
SHIP-1416,MFG-125,PN-8407,185,47.66,2024-08-20,2023-11-05,22
SHIP-1417,MFG-172,PN-8184,143,"3,21",2024-12-01,09/10/2024,30
SHIP-1418,MFG-26,PN-2381,150,5,16-05-2024,23-09-2022,8
SHIP-1419,MFG-184,PN-2569,84,13.41,04/22/2024,06/13/2020,21
SHIP-1420,MFG-41,PN-9789,125,11.08,05-06-2020,11/04/2021,18
SHIP-1421,MFG-191,PN-7461,69,9,2021-04-17,16-10-2022,9
SHIP-1422,MFG-117,PN-7309,162,55.04,2022-02-23,07-07-2024,2
SHIP-1423,MFG-2,PN-9896,181,82.03,2023-09-07,06-06-2020,9
SHIP-1424,MFG-10,PN-5963,71,"8,39",15-09-2021,2024-01-12,16
SHIP-1425,MFG-155,PN-4227,13,81,2021-02-15,16-03-2021,21
SHIP-1426,MFG-10,PN-1947,175,"1,09",08/09/2023,2023-11-12,50
SHIP-1427,MFG-93,PN-3258,4,96,2022-10-05,01/25/2021,28
SHIP-1428,MFG-4,PN-6126,51,5.84,24-04-2023,2024-02-12,15
SHIP-1429,MFG-175,PN-3376,11,2,2020-10-01,2021-06-11,29
SHIP-1430,MFG-6,PN-5488,55,61,2020-05-20,2023-02-04,23
SHIP-1431,MFG-32,PN-8884,4,36,2020-07-16,2023-03-01,22
SHIP-1432,MFG-34,PN-9347,4,62,2020-12-20,02-01-2022,60
SHIP-1433,MFG-148,PN-6490,169,77,02/13/2023,23-10-2024,27
SHIP-1434,MFG-122,PN-2960,39,20.8,2023-12-25,03/03/2021,18
SHIP-1435,MFG-153,PN-2899,113,84.88,2022-08-02,2022-04-21,23
SHIP-1436,MFG-62,PN-1010,107,11,2021-03-05,01/12/2021,3
SHIP-1437,MFG-153,PN-4089,174,48.83,11/27/2021,11/18/2021,11
SHIP-1438,MFG-173,PN-5157,88,79,01/25/2024,13-03-2020,4
SHIP-1439,MFG-164,PN-9157,74,"67,58",26-04-2021,01-01-2021,10
SHIP-1440,MFG-189,PN-6780,49,33,05/13/2020,2020-05-08,12
SHIP-1441,MFG-101,PN-2760,33,34,2023-09-07,2022-07-03,29
SHIP-1442,MFG-108,PN-1989,9,10,2024-10-07,07-04-2023,36
SHIP-1443,MFG-71,PN-3795,70,25.5,2022-04-02,2022-03-15,2
SHIP-1444,MFG-98,PN-1533,174,75.35,2022-07-08,05/20/2021,27
SHIP-1445,MFG-2,PN-7424,34,51,08/14/2023,02/23/2021,19
SHIP-1446,MFG-96,PN-8313,112,93.59,2020-10-13,14-04-2022,12
SHIP-1447,MFG-28,PN-4381,197,78.63,2020-01-06,03/01/2021,11
SHIP-1448,MFG-132,PN-7783,36,93.47,14-09-2021,2022-08-27,42
SHIP-1449,MFG-152,PN-3863,80,21.49,12/23/2020,2020-04-09,41
SHIP-1450,MFG-193,PN-5920,6,49.82,09/15/2022,2022-12-23,13
SHIP-1451,MFG-58,PN-8988,74,50,10-09-2022,2022-06-27,20
SHIP-1452,MFG-130,PN-6317,78,22,2023-12-20,2023-11-05,61
SHIP-1453,MFG-174,PN-3782,157,"49,54",2022-06-20,12-06-2023,20
SHIP-1454,MFG-100,PN-3556,38,11,02/16/2024,2023-12-26,1
SHIP-1455,MFG-87,PN-9415,166,9.35,2021-01-19,2022-10-19,4
SHIP-1456,MFG-61,PN-2229,159,22,03-03-2020,2023-03-20,3
SHIP-1457,MFG-4,PN-5975,169,70.15,07-06-2020,12/14/2020,4
SHIP-1458,MFG-85,PN-9608,120,"54,75",11/15/2023,2021-07-02,54
SHIP-1459,MFG-18,PN-1376,109,"91,12",18-06-2022,02-04-2020,56
SHIP-1460,MFG-194,PN-6742,128,35,2020-08-25,09-07-2020,9
SHIP-1461,MFG-126,PN-6672,99,72.68,2020-04-22,2024-04-02,17
SHIP-1462,MFG-78,PN-8751,194,92.57,09/25/2020,08/09/2024,5
SHIP-1463,MFG-104,PN-3942,120,"40,93",2023-05-23,13-02-2021,6
SHIP-1464,MFG-32,PN-6933,174,46.83,28-11-2020,14-11-2021,13
SHIP-1465,MFG-60,PN-9883,121,"15,35",2020-07-19,2020-10-12,12
SHIP-1466,MFG-73,PN-5596,15,"32,87",2024-04-12,2020-12-06,37
SHIP-1467,MFG-143,PN-8991,10,"78,73",02/23/2021,2022-11-08,18
SHIP-1468,MFG-128,PN-3365,20,40,15-07-2020,11/23/2020,8
SHIP-1469,MFG-142,PN-8114,93,18.95,11/24/2022,14-10-2024,11
SHIP-1470,MFG-91,PN-9074,147,77.98,2021-05-20,21-03-2023,26
SHIP-1471,MFG-138,PN-6947,72,58,03/19/2021,08/01/2022,5
SHIP-1472,MFG-5,PN-3711,149,96.2,2021-05-05,2020-09-17,30
SHIP-1473,MFG-47,PN-5659,1,2,2020-05-21,2022-03-13,48
SHIP-1474,MFG-14,PN-6377,157,24.36,2021-04-03,11/08/2023,3
SHIP-1475,MFG-112,PN-4675,122,"32,74",12/02/2021,05-08-2024,24
SHIP-1476,MFG-114,PN-3775,92,46,2020-09-21,2020-04-03,7
SHIP-1477,MFG-4,PN-3847,163,19,2022-01-07,2024-09-08,1
SHIP-1478,MFG-185,PN-1953,96,62,12/22/2024,27-08-2022,5
SHIP-1479,MFG-36,PN-6283,74,48.29,09-08-2023,08-10-2020,41
SHIP-1480,MFG-110,PN-9555,126,80.56,2023-02-23,2024-12-02,4
SHIP-1481,MFG-177,PN-1614,134,"91,87",2023-08-06,2021-11-03,48
SHIP-1482,MFG-13,PN-3043,172,70,07-04-2021,2021-06-18,9
SHIP-1483,MFG-95,PN-8186,21,69.16,09/16/2024,09-08-2024,26
SHIP-1484,MFG-43,PN-9187,154,"24,53",09-11-2021,2020-07-25,12
SHIP-1485,MFG-200,PN-8413,54,94.92,11/07/2021,2022-03-25,30
SHIP-1486,MFG-173,PN-2008,69,95.29,2020-12-19,2020-04-13,1
SHIP-1487,MFG-87,PN-2862,39,23.79,10-06-2023,10/05/2021,14
SHIP-1488,MFG-96,PN-8099,8,91.76,2022-11-07,2023-01-06,13
SHIP-1489,MFG-60,PN-6377,61,69,2023-10-26,2021-09-09,15
SHIP-1490,MFG-90,PN-6770,41,44.75,2024-12-11,2020-11-23,2
SHIP-1491,MFG-71,PN-3659,101,33.42,04/22/2023,2021-03-13,9
SHIP-1492,MFG-181,PN-1141,34,15.1,2020-01-09,03/13/2020,10
SHIP-1493,MFG-61,PN-7017,135,100,2024-10-02,27-01-2021,4
SHIP-1494,MFG-92,PN-3434,121,"77,86",2020-03-03,2020-06-09,20
SHIP-1495,MFG-136,PN-4013,194,65,2022-06-17,2023-11-28,25
SHIP-1496,MFG-2,PN-8675,62,80.63,05/13/2023,03/25/2020,45
SHIP-1497,MFG-96,PN-3947,13,76,2024-04-19,2024-12-18,17
SHIP-1498,MFG-148,PN-9240,7,15.18,2022-02-04,10/24/2020,3
SHIP-1499,MFG-54,PN-7511,46,17.27,2021-03-23,2024-04-16,9
SHIP-1500,MFG-43,PN-2767,131,69.75,01-02-2020,12/02/2021,14
SHIP-1501,MFG-132,PN-9792,119,100.84,2022-11-08,11-01-2023,32
SHIP-1502,MFG-81,PN-3755,19,93,2021-01-25,2021-09-06,10
SHIP-1503,MFG-47,PN-8911,1,2.41,2024-02-28,2024-12-11,1
SHIP-1504,MFG-140,PN-7964,61,65,2024-06-16,12/25/2021,24
SHIP-1505,MFG-60,PN-8503,198,39,2021-05-09,03/23/2024,20
SHIP-1506,MFG-195,PN-9304,42,"53,9",27-08-2020,05/12/2024,1
SHIP-1507,MFG-181,PN-5586,15,42,08-10-2024,2021-06-27,18
SHIP-1508,MFG-87,PN-5629,123,40.83,2023-06-16,2022-01-07,4
SHIP-1509,MFG-115,PN-3637,170,22.33,2024-02-12,25-02-2021,12
SHIP-1510,MFG-154,PN-6759,16,8,04/23/2021,12/05/2021,2
SHIP-1511,MFG-126,PN-2725,178,17.4,2022-12-17,05-12-2021,23
SHIP-1512,MFG-78,PN-7515,76,70.97,2023-07-04,2024-01-05,13
SHIP-1513,MFG-40,PN-8349,95,54.37,06/15/2021,2020-04-05,7
SHIP-1514,MFG-192,PN-4542,21,58,2023-06-10,2022-02-14,35
SHIP-1515,MFG-127,PN-4988,100,87,2022-08-25,12/01/2024,2
SHIP-1516,MFG-40,PN-8505,42,33.47,01/24/2023,06/12/2022,12
SHIP-1517,MFG-103,PN-5516,76,68.99,06-01-2024,20-05-2020,3
SHIP-1518,MFG-122,PN-1128,105,98,2024-03-28,2020-08-10,20
SHIP-1519,MFG-102,PN-6065,168,62.88,2021-11-19,07/03/2024,59
SHIP-1520,MFG-167,PN-7801,178,86,09-02-2021,2020-12-27,22
SHIP-1521,MFG-6,PN-7512,82,41.87,18-05-2021,2021-11-25,26
SHIP-1522,MFG-10,PN-8693,168,99.35,05/18/2020,14-03-2022,28
SHIP-1523,MFG-19,PN-6793,86,"37,62",2021-02-12,2023-09-01,14
SHIP-1524,MFG-108,PN-2267,89,100.89,10-01-2023,18-05-2023,61
SHIP-1525,MFG-128,PN-7931,195,18.76,09-03-2024,2020-10-15,23
SHIP-1526,MFG-3,PN-1695,96,28,06-11-2023,2024-04-04,22
SHIP-1527,MFG-191,PN-8972,190,68.58,05-04-2022,06/03/2022,6
SHIP-1528,MFG-108,PN-7806,109,44,2020-05-11,11/27/2024,69
SHIP-1529,MFG-135,PN-7538,41,"53,32",06/13/2020,2023-02-21,37
SHIP-1530,MFG-193,PN-4535,32,35.59,09/28/2024,2021-11-13,23
SHIP-1531,MFG-77,PN-6443,39,41,2022-08-06,27-05-2022,14
SHIP-1532,MFG-88,PN-4819,187,98,04/09/2022,2021-11-06,17
SHIP-1533,MFG-81,PN-7824,52,67.25,2022-09-24,2021-05-21,26
SHIP-1534,MFG-196,PN-2606,12,58.92,08/21/2022,22-01-2020,12
SHIP-1535,MFG-34,PN-4423,168,23.71,2023-10-23,2024-11-11,6
SHIP-1536,MFG-70,PN-6879,109,48,2021-07-04,2020-09-24,29
SHIP-1537,MFG-96,PN-6701,90,84.88,2023-08-23,2024-07-13,29
SHIP-1538,MFG-102,PN-5368,132,"75,81",2020-05-15,2024-11-25,19
SHIP-1539,MFG-54,PN-1379,4,"85,68",10/16/2024,2023-09-13,29
SHIP-1540,MFG-196,PN-5650,58,5,2021-10-06,03-12-2021,9
SHIP-1541,MFG-143,PN-5658,46,"67,21",2021-01-25,2021-01-11,29
SHIP-1542,MFG-43,PN-9931,17,9.27,09/21/2021,2023-10-09,22
SHIP-1543,MFG-110,PN-6916,95,56,2020-02-06,2024-06-23,45
SHIP-1544,MFG-70,PN-5095,15,68.09,09/03/2022,2023-06-24,16
SHIP-1545,MFG-113,PN-6839,66,39.17,2023-12-09,08/19/2021,4
SHIP-1546,MFG-131,PN-5026,164,63.29,05/23/2021,2022-08-10,21
SHIP-1547,MFG-43,PN-7792,37,74,2023-07-26,03/28/2024,26
SHIP-1548,MFG-72,PN-5099,87,21.41,06/28/2020,08-08-2022,14
SHIP-1549,MFG-109,PN-2066,21,51.15,2021-01-09,2022-08-09,30
SHIP-1550,MFG-153,PN-6902,43,"6,78",2024-10-22,01-09-2020,31
SHIP-1551,MFG-10,PN-7330,56,14,2021-05-05,2022-11-04,19
SHIP-1552,MFG-130,PN-9501,108,26,05-12-2020,07/28/2020,11
SHIP-1553,MFG-153,PN-7410,31,28,2020-11-03,2021-03-23,7
SHIP-1554,MFG-196,PN-7352,26,17.67,05-09-2020,2023-07-02,25
SHIP-1555,MFG-35,PN-3320,180,93.98,19-12-2021,2020-12-26,14
SHIP-1556,MFG-21,PN-5496,184,"82,41",2020-12-10,2020-02-04,22
SHIP-1557,MFG-23,PN-3841,37,94.15,09/17/2020,2023-07-05,4
SHIP-1558,MFG-142,PN-8280,125,13.55,2024-10-26,2022-11-10,25
SHIP-1559,MFG-34,PN-5324,190,67.81,25-09-2023,03/05/2023,12
SHIP-1560,MFG-7,PN-2657,125,35.46,05/01/2020,10/22/2024,28
SHIP-1561,MFG-48,PN-1415,16,93,27-01-2020,2021-10-07,17
SHIP-1562,MFG-160,PN-5567,122,66,2024-09-08,2021-12-26,27
SHIP-1563,MFG-170,PN-6812,159,73,11-12-2024,2024-02-14,36
SHIP-1564,MFG-83,PN-1593,85,19.29,2021-09-23,09-03-2024,3
SHIP-1565,MFG-71,PN-7369,198,"50,65",14-03-2022,06/05/2023,6
SHIP-1566,MFG-93,PN-9809,151,3,2022-12-12,2021-09-10,24
SHIP-1567,MFG-8,PN-3742,138,58.87,2022-08-02,2021-08-07,20
SHIP-1568,MFG-152,PN-8175,117,13,02-10-2021,2020-06-22,7
SHIP-1569,MFG-1,PN-6209,37,45.19,05/08/2021,2024-07-13,14
SHIP-1570,MFG-151,PN-4357,161,28.72,2024-11-22,2024-01-20,14
SHIP-1571,MFG-171,PN-6329,6,14.86,12/25/2024,02/03/2022,66
SHIP-1572,MFG-32,PN-9593,129,94.06,2024-02-28,05/20/2024,8
SHIP-1573,MFG-85,PN-4765,140,13.89,2023-06-03,2024-12-17,20
SHIP-1574,MFG-18,PN-4259,151,78.95,2023-06-05,2022-01-16,14
SHIP-1575,MFG-92,PN-3060,48,11.76,16-05-2022,2024-12-01,27
SHIP-1576,MFG-64,PN-2857,112,32,06/15/2022,01/20/2021,12
SHIP-1577,MFG-144,PN-8853,152,81,2021-12-12,28-02-2024,28
SHIP-1578,MFG-39,PN-2865,42,52.84,2023-02-03,2022-01-13,9
SHIP-1579,MFG-188,PN-7448,174,"88,43",24-02-2023,2023-11-09,9
SHIP-1580,MFG-148,PN-7987,137,61,2021-01-12,2023-09-03,41
SHIP-1581,MFG-181,PN-1497,79,23.96,08/25/2020,07-10-2020,12
SHIP-1582,MFG-3,PN-8132,67,6,2024-12-16,01/24/2020,17
SHIP-1583,MFG-72,PN-3067,189,13.71,2021-09-27,2020-03-13,25
SHIP-1584,MFG-200,PN-5099,123,"14,07",2020-07-12,2023-06-08,20
SHIP-1585,MFG-25,PN-4541,72,7,2024-06-28,09-06-2023,28
SHIP-1586,MFG-30,PN-9646,69,"68,81",13-11-2020,26-05-2021,11
SHIP-1587,MFG-113,PN-7907,104,32,11/16/2023,2020-08-03,21
SHIP-1588,MFG-33,PN-8808,181,62.48,01-08-2023,08-12-2022,7
SHIP-1589,MFG-141,PN-3372,49,61,2020-01-24,02/19/2021,14
SHIP-1590,MFG-97,PN-2001,138,"8,42",2024-06-07,2024-04-04,28
SHIP-1591,MFG-96,PN-9096,48,89,2023-07-28,08/23/2023,39
SHIP-1592,MFG-147,PN-2743,178,6,10/22/2024,15-05-2022,57
SHIP-1593,MFG-147,PN-1327,171,59,27-08-2020,2020-06-04,29
SHIP-1594,MFG-165,PN-3984,4,4,2024-08-03,04/21/2023,23
SHIP-1595,MFG-61,PN-7822,105,36.44,2020-05-24,2021-10-06,56
SHIP-1596,MFG-117,PN-1248,77,70,10/07/2021,09-08-2024,5
SHIP-1597,MFG-108,PN-5469,7,"91,64",09-04-2024,10/20/2022,5
SHIP-1598,MFG-138,PN-9949,4,"26,05",10-03-2022,2020-04-19,23
SHIP-1599,MFG-138,PN-7665,63,52,2021-08-27,2020-07-07,28
SHIP-1600,MFG-174,PN-1468,86,38,2021-08-07,2020-07-14,26
SHIP-1601,MFG-93,PN-3679,95,"1,6",25-09-2022,2021-09-19,22
SHIP-1602,MFG-156,PN-5413,80,"39,7",2024-12-04,2020-12-15,29
SHIP-1603,MFG-85,PN-1667,90,29.1,2022-02-25,2020-10-19,15
SHIP-1604,MFG-173,PN-3502,83,83,2021-01-01,19-11-2023,6
SHIP-1605,MFG-123,PN-1158,22,81,07/23/2022,2023-07-05,13
SHIP-1606,MFG-138,PN-6159,3,22.3,02/13/2023,07-12-2023,27
SHIP-1607,MFG-115,PN-9677,126,79,2021-08-19,2020-10-21,23
SHIP-1608,MFG-187,PN-4255,154,"81,19",04/18/2021,02/05/2020,26
SHIP-1609,MFG-156,PN-5102,75,"34,8",07/17/2024,2024-04-28,13
SHIP-1610,MFG-186,PN-6030,57,100,02-02-2021,2023-02-25,13
SHIP-1611,MFG-116,PN-1026,191,65.48,2020-11-23,03/17/2020,20
SHIP-1612,MFG-60,PN-8620,36,59.14,2021-01-02,25-08-2020,30
SHIP-1613,MFG-98,PN-7526,67,77.28,2020-02-24,2024-01-09,42
SHIP-1614,MFG-127,PN-6096,124,"91,87",10-08-2021,2022-11-11,9
SHIP-1615,MFG-142,PN-8139,109,99.11,14-12-2022,2020-07-17,24
SHIP-1616,MFG-171,PN-5955,18,46.05,2024-02-17,21-08-2022,6
SHIP-1617,MFG-16,PN-4639,199,"49,23",2023-02-22,12-09-2024,25
SHIP-1618,MFG-174,PN-3401,169,"78,84",2023-01-22,2024-09-06,17
SHIP-1619,MFG-151,PN-8642,191,75.5,11-02-2021,2020-03-20,2
SHIP-1620,MFG-185,PN-7081,166,71,11/02/2023,2022-10-14,21
SHIP-1621,MFG-129,PN-1940,125,"62,28",24-09-2022,08/17/2024,8
SHIP-1622,MFG-47,PN-8686,66,52.85,2020-05-02,08-05-2024,29
SHIP-1623,MFG-156,PN-7527,62,12,11/03/2021,14-07-2020,9
SHIP-1624,MFG-141,PN-4978,70,81.81,2023-08-18,03/17/2024,21
SHIP-1625,MFG-72,PN-2356,115,61,06/08/2020,2024-07-11,11
SHIP-1626,MFG-40,PN-1158,85,65.87,2020-11-15,12-04-2023,6
SHIP-1627,MFG-61,PN-2046,14,43,10-12-2024,2024-01-24,18
SHIP-1628,MFG-107,PN-1792,49,15.75,08/10/2021,2022-02-23,5
SHIP-1629,MFG-98,PN-5133,76,41.39,2022-11-01,2020-06-06,29
SHIP-1630,MFG-99,PN-3391,149,"32,02",2020-11-20,11-12-2024,18
SHIP-1631,MFG-75,PN-6558,31,69,2021-06-26,2020-05-04,12
SHIP-1632,MFG-168,PN-5407,131,71.77,12/07/2024,2023-03-14,19
SHIP-1633,MFG-166,PN-8061,135,64.66,2024-12-05,28-02-2021,17
SHIP-1634,MFG-48,PN-1819,179,"53,83",2020-04-25,2022-06-21,43
SHIP-1635,MFG-167,PN-9190,103,5.91,09-12-2021,2021-08-26,16
SHIP-1636,MFG-133,PN-1094,52,74,2021-11-18,05-08-2024,25
SHIP-1637,MFG-157,PN-4740,130,52,08/05/2020,02-10-2021,67
SHIP-1638,MFG-91,PN-8758,89,100.52,2020-03-04,2020-12-23,12
SHIP-1639,MFG-195,PN-6875,59,"45,32",2023-02-08,2022-09-27,26
SHIP-1640,MFG-187,PN-7150,80,96.77,2022-03-17,05/10/2022,9
SHIP-1641,MFG-191,PN-8702,167,38.21,07/14/2022,2021-05-28,20
SHIP-1642,MFG-31,PN-4277,126,"82,37",22-07-2024,2023-12-08,7
SHIP-1643,MFG-149,PN-6616,54,92,2020-08-02,2020-08-07,2
SHIP-1644,MFG-46,PN-7659,10,94.61,12/14/2024,2021-01-09,9
SHIP-1645,MFG-26,PN-6368,7,99.82,2024-04-09,2022-05-21,16
SHIP-1646,MFG-107,PN-7574,115,74.2,07-02-2023,2022-10-24,10
SHIP-1647,MFG-11,PN-7015,183,"1,47",2022-08-21,07/21/2021,32
SHIP-1648,MFG-74,PN-3387,33,89.46,02-11-2021,06-07-2022,8
SHIP-1649,MFG-179,PN-3921,20,34.44,11/18/2020,2024-09-09,10
SHIP-1650,MFG-115,PN-9749,188,30.75,2024-10-27,09/20/2021,21
SHIP-1651,MFG-183,PN-3435,91,94,04/22/2021,2020-04-13,28
SHIP-1652,MFG-148,PN-3121,84,"9,32",2024-03-03,2024-07-25,58
SHIP-1653,MFG-1,PN-6487,39,47,2023-09-16,10/22/2023,41
SHIP-1654,MFG-113,PN-5630,178,36.04,2022-04-18,2021-06-20,3
SHIP-1655,MFG-146,PN-3160,16,70,27-03-2022,2022-11-24,29
SHIP-1656,MFG-136,PN-4506,94,67.19,21-01-2024,18-04-2024,28
SHIP-1657,MFG-174,PN-8230,157,77,2022-02-03,2020-04-12,29
SHIP-1658,MFG-107,PN-5329,192,69.19,2022-10-21,04/04/2022,67
SHIP-1659,MFG-164,PN-5801,85,66.31,2020-04-01,03/28/2023,18
SHIP-1660,MFG-1,PN-4481,62,12,06/18/2022,26-11-2024,26
SHIP-1661,MFG-79,PN-7822,35,38,2020-09-07,2022-09-05,14
SHIP-1662,MFG-120,PN-6983,180,4,08/06/2021,03-04-2024,27
SHIP-1663,MFG-4,PN-7389,66,12.81,03-05-2024,04/08/2023,17
SHIP-1664,MFG-9,PN-1058,145,31,19-05-2022,2023-08-01,16
SHIP-1665,MFG-189,PN-3058,84,100.61,2021-10-23,2023-06-25,2
SHIP-1666,MFG-148,PN-7106,124,87.14,05-09-2023,09-04-2021,12
SHIP-1667,MFG-137,PN-9275,54,29.85,2024-05-16,2020-10-11,17
SHIP-1668,MFG-57,PN-2268,138,58,17-10-2020,2024-03-19,18
SHIP-1669,MFG-114,PN-9199,43,95.54,2023-09-12,03/21/2021,21
SHIP-1670,MFG-192,PN-9503,77,36.02,2023-12-28,26-03-2023,9
SHIP-1671,MFG-94,PN-6475,169,14.01,06/26/2022,2022-08-11,27
SHIP-1672,MFG-166,PN-6079,66,63,10/16/2023,2023-05-03,52
SHIP-1673,MFG-142,PN-8548,59,"5,23",2022-12-14,05/12/2024,7
SHIP-1674,MFG-156,PN-1807,198,49,21-08-2024,2021-03-05,16
SHIP-1675,MFG-125,PN-8976,172,53.6,2023-06-06,02/26/2024,27
SHIP-1676,MFG-51,PN-9329,135,"43,02",2024-07-12,2021-04-22,11
SHIP-1677,MFG-7,PN-7665,176,42,2021-03-19,2020-02-09,29
SHIP-1678,MFG-155,PN-3514,123,71,2022-09-14,2021-01-28,26
SHIP-1679,MFG-25,PN-4236,126,3,07/21/2020,08/03/2021,21
SHIP-1680,MFG-118,PN-7225,33,4,04/28/2023,2023-02-03,54
SHIP-1681,MFG-42,PN-6964,63,36,2023-01-28,01/05/2021,1
SHIP-1682,MFG-186,PN-1934,165,50.87,03-07-2024,2022-12-16,26
SHIP-1683,MFG-55,PN-1098,126,2.9,2021-05-22,2024-02-16,12
SHIP-1684,MFG-27,PN-6959,45,11.88,01/21/2023,11/01/2020,7
SHIP-1685,MFG-48,PN-6300,75,6.99,09/15/2020,2021-09-28,14
SHIP-1686,MFG-10,PN-6072,143,2.13,2022-12-07,2022-07-27,44
SHIP-1687,MFG-112,PN-3307,48,84.51,2021-01-04,2024-04-08,12
SHIP-1688,MFG-146,PN-5612,165,11,25-02-2022,11-04-2021,21
SHIP-1689,MFG-96,PN-2473,57,100.4,2024-12-21,2023-07-11,29
SHIP-1690,MFG-46,PN-7958,152,47,28-06-2023,12-12-2023,53
SHIP-1691,MFG-124,PN-6348,146,63.19,16-09-2020,2021-12-21,16
SHIP-1692,MFG-77,PN-4096,109,62,17-12-2022,01/26/2020,27
SHIP-1693,MFG-56,PN-2563,162,17.84,2020-05-22,2020-12-16,8
SHIP-1694,MFG-142,PN-9348,19,84,2023-04-06,2021-05-10,6
SHIP-1695,MFG-132,PN-5683,195,91,12/14/2020,02-07-2021,19
SHIP-1696,MFG-63,PN-5982,93,"79,38",2021-03-03,07/11/2021,15
SHIP-1697,MFG-86,PN-7593,94,83.72,11/15/2024,2020-09-13,15
SHIP-1698,MFG-167,PN-1051,39,"86,63",2020-12-09,2022-12-14,20
SHIP-1699,MFG-135,PN-2986,27,"11,62",2022-02-17,10/24/2022,2
