ticket_id,customer_id,subscription_id,priority,status,created_at
ST-453,SC-648,SUB-3555,high,waiting,10/08/2025
ST-454,SC-787,SUB-4203,urgent,OPEN,2026-02-20
ST-455,SC-2712,SUB-2572,medium,OPEN,2026-11-26
ST-456,SC-2077,SUB-1103,LOW,OPEN,12/12/2026
ST-457,SC-1796,SUB-786,medium,closed,03/23/2026
ST-458,SC-1186,SUB-3588,high,waiting,2026-01-12
ST-459,SC-2602,SUB-323,LOW,open,2026-11-02
ST-460,SC-1152,SUB-2605,high,closed,10-08-2026
ST-461,SC-698,SUB-312,medium,open,2026-01-10
ST-462,SC-361,SUB-3157,medium,closed,01/17/2026
ST-463,SC-423,SUB-5148,low,open,2026-05-10
ST-464,SC-2893,SUB-5380,medium,open,12-11-2025
ST-465,SC-1363,SUB-1381,high,open,2026-04-10
ST-466,SC-2577,SUB-4480,LOW,OPEN,2025-01-26
ST-467,SC-897,SUB-5720,urgent,open,2026-03-10
ST-468,SC-1402,SUB-755,medium,OPEN,11/20/2026
ST-469,SC-2606,SUB-5075,medium,OPEN,10/27/2026
ST-470,SC-2954,SUB-1122,urgent,OPEN,2026-02-24
ST-471,SC-975,SUB-5262,LOW,OPEN,13-10-2025
ST-472,SC-1282,SUB-5793,LOW,resolved,2026-08-09
ST-473,SC-2603,SUB-1155,low,resolved,2025-08-16
ST-474,SC-731,SUB-4129,medium,waiting,2026-06-23
ST-475,SC-620,SUB-4085,high,resolved,2026-01-06
ST-476,SC-2676,SUB-243,medium,waiting,05/18/2025
ST-477,SC-2448,SUB-2654,high,waiting,2026-10-11
ST-478,SC-1946,SUB-1421,medium,closed,2025-10-09
ST-479,SC-1126,SUB-1253,urgent,closed,11/01/2025
ST-480,SC-2728,SUB-5123,high,waiting,11/28/2026
ST-481,SC-2079,SUB-473,LOW,waiting,01/27/2025
ST-482,SC-1040,SUB-4822,urgent,waiting,2025-11-01
ST-483,SC-1398,SUB-755,LOW,closed,03/25/2025
ST-484,SC-2102,SUB-5711,LOW,open,2026-02-10
ST-485,SC-2055,SUB-4652,high,waiting,2026-10-11
ST-486,SC-2216,SUB-1628,medium,open,2026-01-10
ST-487,SC-2838,SUB-3764,LOW,open,2026-01-13
ST-488,SC-1959,SUB-4976,low,open,2026-05-10
ST-489,SC-2392,SUB-2607,low,open,08/23/2026
ST-490,SC-559,SUB-2601,high,open,2026-04-10
ST-491,SC-1388,SUB-5700,low,resolved,12/03/2026
ST-492,SC-2732,SUB-1198,medium,OPEN,2026-05-26
ST-493,SC-1504,SUB-4379,urgent,open,2025-01-17
ST-494,SC-2084,SUB-3753,high,open,03/07/2026
ST-495,SC-78,SUB-2304,LOW,OPEN,2025-01-24
ST-496,SC-2942,SUB-4523,medium,waiting,10-07-2025
ST-497,SC-1114,SUB-225,high,OPEN,07/21/2026
ST-498,SC-78,SUB-5532,medium,waiting,2026-06-04
ST-499,SC-354,SUB-3048,LOW,resolved,2026-02-22
ST-500,SC-253,SUB-2055,high,waiting,24-08-2025
ST-501,SC-794,SUB-1000,high,waiting,2026-07-04
ST-502,SC-1047,SUB-1998,urgent,waiting,2025-06-20
ST-503,SC-870,SUB-2,LOW,waiting,2025-07-24
ST-504,SC-893,SUB-1577,high,waiting,05/25/2026
ST-505,SC-1701,SUB-1985,LOW,resolved,2026-08-22
ST-506,SC-148,SUB-5737,medium,resolved,03/14/2025
ST-507,SC-2360,SUB-1931,high,open,2026-03-10
ST-508,SC-1291,SUB-4208,LOW,open,11/13/2026
ST-509,SC-2464,SUB-1504,LOW,open,2026-02-10
ST-510,SC-163,SUB-3236,urgent,resolved,2026-02-17
ST-511,SC-701,SUB-1332,LOW,open,2026-01-10
ST-512,SC-2219,SUB-5353,high,OPEN,2025-09-03
ST-513,SC-2657,SUB-5959,low,open,2026-05-10
ST-514,SC-2074,SUB-4505,LOW,waiting,12-11-2025
ST-515,SC-2513,SUB-1199,urgent,resolved,2025-06-03
ST-516,SC-839,SUB-4244,urgent,open,2025-10-02
ST-517,SC-2210,SUB-5520,urgent,resolved,2026-08-20
ST-518,SC-338,SUB-3575,urgent,open,08-02-2025
ST-519,SC-2883,SUB-3776,LOW,OPEN,2026-02-17
ST-520,SC-2068,SUB-4939,low,closed,2026-11-25
ST-521,SC-1449,SUB-1049,low,open,2025-11-25
ST-522,SC-2121,SUB-4087,urgent,closed,2025-07-08
ST-523,SC-2986,SUB-1471,low,OPEN,08/16/2025
ST-524,SC-317,SUB-2972,urgent,resolved,08/03/2026
ST-525,SC-1425,SUB-212,low,OPEN,06-06-2025
ST-526,SC-1641,SUB-4644,low,waiting,05/03/2026
ST-527,SC-368,SUB-1661,low,resolved,22-10-2026
ST-528,SC-2190,SUB-374,urgent,OPEN,09/12/2026
ST-529,SC-2088,SUB-4575,high,resolved,02/02/2026
ST-530,SC-780,SUB-4815,medium,open,2026-04-10
ST-531,SC-1090,SUB-3056,low,OPEN,2025-03-03
ST-532,SC-1836,SUB-4919,low,open,2026-03-10
ST-533,SC-284,SUB-5822,high,resolved,06/09/2026
ST-534,SC-1432,SUB-4155,medium,open,2026-02-10
ST-535,SC-565,SUB-1155,low,open,2026-05-09
ST-536,SC-2644,SUB-4165,low,open,2026-01-10
ST-537,SC-1041,SUB-1962,low,closed,2025-11-21
ST-538,SC-1131,SUB-1312,low,resolved,12/28/2025
ST-539,SC-2020,SUB-143,LOW,open,05/16/2026
ST-540,SC-247,SUB-3897,urgent,resolved,2026-11-11
ST-541,SC-2942,SUB-3976,LOW,open,2026-06-28
ST-542,SC-2169,SUB-3866,low,closed,2025-11-04
ST-543,SC-1272,SUB-4418,medium,open,2026-03-19
ST-544,SC-2579,SUB-2845,LOW,waiting,05-07-2026
ST-545,SC-762,SUB-3562,medium,waiting,2025-12-15
ST-546,SC-1812,SUB-1026,high,open,2026-03-10
ST-547,SC-2561,SUB-3407,high,waiting,2026-11-15
ST-548,SC-1106,SUB-1463,medium,closed,15-07-2025
ST-549,SC-246,SUB-3862,high,open,25-04-2025
ST-550,SC-1860,SUB-3586,low,closed,03-12-2026
ST-551,SC-301,SUB-3413,high,open,08/07/2026
ST-552,SC-931,SUB-5912,medium,open,26-08-2026
ST-553,SC-2046,SUB-1853,medium,open,2026-05-10
ST-554,SC-2450,SUB-5206,high,resolved,2025-03-21
ST-555,SC-2246,SUB-2107,high,open,2026-04-10
ST-556,SC-722,SUB-2316,LOW,OPEN,2026-08-17
ST-557,SC-711,SUB-5534,LOW,open,2026-03-10
ST-558,SC-1194,SUB-4237,high,OPEN,2025-05-17
ST-559,SC-2802,SUB-255,low,open,2026-02-10
ST-560,SC-300,SUB-209,low,open,2026-01-27
ST-561,SC-1930,SUB-3945,urgent,open,2025-09-04
ST-562,SC-1579,SUB-3734,low,resolved,09/08/2026
ST-563,SC-444,SUB-1893,medium,OPEN,12/11/2026
ST-564,SC-2413,SUB-5,medium,resolved,22-11-2026
ST-565,SC-565,SUB-5688,high,resolved,2026-07-02
ST-566,SC-741,SUB-2795,LOW,resolved,26-04-2026
ST-567,SC-912,SUB-2633,low,open,2025-04-28
ST-568,SC-2997,SUB-3244,urgent,waiting,04/24/2025
ST-569,SC-1098,SUB-5426,low,closed,06/01/2026
ST-570,SC-2558,SUB-2354,urgent,resolved,08/23/2025
ST-571,SC-2367,SUB-5278,medium,OPEN,2026-11-23
ST-572,SC-2624,SUB-1878,urgent,OPEN,2025-08-25
ST-573,SC-1936,SUB-2639,LOW,closed,17-03-2025
ST-574,SC-1450,SUB-2768,urgent,open,07/09/2025
ST-575,SC-174,SUB-1341,urgent,open,05/11/2026
ST-576,SC-1750,SUB-3152,LOW,open,2026-01-10
ST-577,SC-1745,SUB-4248,high,open,12/25/2026
ST-578,SC-718,SUB-3793,LOW,open,2026-05-10
ST-579,SC-1646,SUB-2543,high,waiting,2025-12-01
ST-580,SC-614,SUB-3431,high,open,2026-04-10
ST-581,SC-522,SUB-723,medium,closed,18-03-2026
ST-582,SC-486,SUB-2946,medium,open,2026-03-10
ST-583,SC-875,SUB-4043,high,closed,11/05/2026
ST-584,SC-1735,SUB-3286,high,resolved,2025-01-23
ST-585,SC-739,SUB-3109,medium,open,18-08-2025
ST-586,SC-1054,SUB-3864,medium,open,21-09-2025
ST-587,SC-673,SUB-2133,LOW,waiting,05/23/2026
ST-588,SC-2894,SUB-4561,urgent,OPEN,2025-04-23
ST-589,SC-2141,SUB-5931,LOW,OPEN,04-02-2025
ST-590,SC-1369,SUB-2587,low,closed,10-09-2025
ST-591,SC-2966,SUB-2996,LOW,closed,02-12-2026
ST-592,SC-2413,SUB-4211,urgent,closed,2026-08-12
ST-593,SC-94,SUB-3607,LOW,closed,14-04-2025
ST-594,SC-299,SUB-5099,medium,resolved,27-01-2025
ST-595,SC-532,SUB-2699,medium,resolved,2026-10-04
ST-596,SC-645,SUB-4170,high,waiting,2025-11-14
ST-597,SC-2532,SUB-1140,medium,OPEN,03/18/2026
ST-598,SC-734,SUB-2636,medium,open,12/28/2025
ST-599,SC-174,SUB-818,urgent,open,2026-02-10
ST-600,SC-2828,SUB-3696,urgent,waiting,2026-05-19
ST-601,SC-1936,SUB-3389,urgent,open,2026-01-10
ST-602,SC-2323,SUB-2150,medium,closed,2025-06-23
ST-603,SC-810,SUB-1143,medium,open,2026-05-10
ST-604,SC-2309,SUB-5613,high,OPEN,17-11-2025
ST-605,SC-130,SUB-3935,urgent,open,2026-04-10
ST-606,SC-1150,SUB-4300,high,waiting,2025-02-10
ST-607,SC-1059,SUB-2867,medium,closed,2025-10-24
ST-608,SC-302,SUB-2744,LOW,resolved,2025-08-11
ST-609,SC-443,SUB-5881,urgent,resolved,23-09-2026
ST-610,SC-119,SUB-4098,high,open,2026-11-10
ST-611,SC-1957,SUB-2270,high,open,2026-01-10
ST-612,SC-1751,SUB-5559,urgent,waiting,2026-12-16
ST-613,SC-2822,SUB-3753,low,closed,20-11-2025
ST-614,SC-926,SUB-1026,LOW,closed,2025-06-19
ST-615,SC-2203,SUB-3389,LOW,waiting,2025-11-25
ST-616,SC-1209,SUB-3285,high,closed,2026-06-17
ST-617,SC-1938,SUB-2223,high,OPEN,2026-02-08
ST-618,SC-589,SUB-4328,LOW,OPEN,11-08-2025
ST-619,SC-78,SUB-5264,urgent,resolved,10/05/2025
ST-620,SC-2775,SUB-3609,urgent,OPEN,07/08/2026
ST-621,SC-1401,SUB-1636,LOW,resolved,2025-02-28
ST-622,SC-1766,SUB-1651,low,open,2026-03-10
ST-623,SC-2673,SUB-1236,high,open,2026-02-01
ST-624,SC-1983,SUB-4961,medium,open,2026-02-10
ST-625,SC-800,SUB-3128,medium,waiting,10/16/2026
ST-626,SC-2702,SUB-3872,LOW,open,2026-01-10
ST-627,SC-1057,SUB-5901,urgent,open,2026-11-22
ST-628,SC-954,SUB-5009,medium,open,2026-05-10
ST-629,SC-742,SUB-4132,low,resolved,2026-08-28
ST-630,SC-2956,SUB-3470,medium,open,2025-08-18
ST-631,SC-1828,SUB-2336,high,open,2026-08-27
ST-632,SC-497,SUB-243,high,closed,2026-06-15
ST-633,SC-382,SUB-4047,LOW,open,23-11-2026
ST-634,SC-157,SUB-1664,high,closed,05/16/2026
ST-635,SC-313,SUB-2789,LOW,open,2026-02-18
ST-636,SC-447,SUB-4487,high,closed,08/12/2025
ST-637,SC-1501,SUB-2824,low,open,04/16/2026
ST-638,SC-100,SUB-2893,LOW,open,01/21/2025
ST-639,SC-137,SUB-3324,LOW,open,09/02/2026
ST-640,SC-2040,SUB-1928,LOW,waiting,2026-09-07
ST-641,SC-2990,SUB-531,LOW,closed,26-10-2026
ST-642,SC-1560,SUB-5503,high,closed,08/06/2026
ST-643,SC-955,SUB-5549,urgent,closed,19-07-2026
ST-644,SC-894,SUB-2754,urgent,closed,2026-06-19
ST-645,SC-2259,SUB-4768,high,open,2026-04-10
ST-646,SC-1807,SUB-5165,low,closed,2026-07-17
ST-647,SC-2466,SUB-2754,urgent,open,2026-03-10
ST-648,SC-1986,SUB-848,LOW,waiting,01/20/2026
ST-649,SC-1104,SUB-2786,urgent,open,2026-02-10
ST-650,SC-1386,SUB-4315,LOW,OPEN,2025-08-23
ST-651,SC-503,SUB-3472,urgent,open,2026-01-10
ST-652,SC-2892,SUB-4871,high,closed,03/10/2026
ST-653,SC-1908,SUB-2856,LOW,closed,02/19/2026
ST-654,SC-2279,SUB-1421,medium,waiting,08/14/2026
ST-655,SC-2912,SUB-4311,LOW,closed,2025-09-16
ST-656,SC-1403,SUB-70,low,resolved,2025-07-21
ST-657,SC-630,SUB-1411,low,OPEN,11-01-2025
ST-658,SC-2651,SUB-1972,LOW,waiting,2026-05-11
ST-659,SC-781,SUB-323,high,closed,09/04/2025
ST-660,SC-1307,SUB-4279,urgent,closed,10/10/2025
ST-661,SC-1442,SUB-3211,high,closed,2025-03-22
ST-662,SC-324,SUB-957,high,closed,2026-02-14
ST-663,SC-2036,SUB-1493,high,closed,2025-07-26
ST-664,SC-1969,SUB-2641,urgent,open,2026-12-03
ST-665,SC-2670,SUB-3820,high,closed,2025-04-17
ST-666,SC-591,SUB-747,low,waiting,2025-01-06
ST-667,SC-2532,SUB-2066,low,OPEN,2025-07-21
ST-668,SC-1577,SUB-1763,low,open,2026-05-10
ST-669,SC-1085,SUB-711,low,closed,2026-01-24
ST-670,SC-2713,SUB-576,urgent,open,2026-04-10
ST-671,SC-1300,SUB-5889,high,open,05/22/2026
ST-672,SC-2915,SUB-5311,high,open,2026-03-10
ST-673,SC-141,SUB-911,LOW,OPEN,12/28/2025
ST-674,SC-2816,SUB-150,LOW,open,2026-02-10
ST-675,SC-492,SUB-4499,LOW,waiting,2025-08-20
ST-676,SC-2472,SUB-1051,low,closed,02-10-2025
ST-677,SC-472,SUB-4407,high,resolved,14-01-2025
ST-678,SC-1784,SUB-739,high,closed,2025-04-05
ST-679,SC-2871,SUB-3995,LOW,waiting,06/28/2025
ST-680,SC-2587,SUB-5925,medium,closed,2026-05-01
ST-681,SC-2712,SUB-2928,medium,closed,10/27/2025
ST-682,SC-1641,SUB-4325,medium,resolved,23-03-2026
ST-683,SC-964,SUB-1095,medium,closed,03/18/2025
ST-684,SC-1020,SUB-2214,urgent,resolved,11/22/2026
ST-685,SC-1091,SUB-1889,LOW,closed,2025-01-22
ST-686,SC-2013,SUB-76,urgent,closed,2025-11-07
ST-687,SC-1858,SUB-2972,medium,open,02/10/2026
ST-688,SC-1636,SUB-3043,urgent,closed,2026-12-10
ST-689,SC-2816,SUB-4238,medium,OPEN,2026-08-06
ST-690,SC-900,SUB-1849,medium,waiting,03-03-2025
ST-691,SC-2608,SUB-1111,urgent,open,2026-01-10
ST-692,SC-1675,SUB-4600,urgent,resolved,08-07-2026
ST-693,SC-2655,SUB-2697,urgent,open,2026-05-10
ST-694,SC-396,SUB-3541,urgent,waiting,2025-12-26
ST-695,SC-2399,SUB-4892,LOW,open,2026-04-10
ST-696,SC-1635,SUB-4518,high,closed,12/10/2026
ST-697,SC-728,SUB-3937,high,open,2026-03-10
ST-698,SC-557,SUB-4071,high,closed,25-03-2025
ST-699,SC-2388,SUB-2726,LOW,closed,2025-07-19
ST-700,SC-2224,SUB-3469,high,resolved,2025-09-25
ST-701,SC-2453,SUB-5041,urgent,waiting,2026-10-02
ST-702,SC-2339,SUB-3248,low,resolved,28-05-2025
ST-703,SC-434,SUB-5412,LOW,OPEN,2025-09-22
ST-704,SC-2336,SUB-2700,urgent,OPEN,02-05-2025
ST-705,SC-99,SUB-1214,urgent,resolved,2026-12-04
ST-706,SC-1645,SUB-3123,high,closed,03/01/2025
ST-707,SC-947,SUB-4301,low,resolved,2026-07-18
ST-708,SC-887,SUB-2458,medium,waiting,01/24/2025
ST-709,SC-1529,SUB-2936,low,waiting,2025-03-24
ST-710,SC-1373,SUB-4867,medium,resolved,2025-08-03
ST-711,SC-1544,SUB-5219,urgent,resolved,2026-08-23
ST-712,SC-1569,SUB-1318,high,OPEN,2025-10-05
ST-713,SC-1430,SUB-786,low,open,05/20/2025
ST-714,SC-2758,SUB-1750,medium,open,2026-02-10
ST-715,SC-943,SUB-3500,low,resolved,10/12/2025
ST-716,SC-2270,SUB-3300,low,open,2026-01-10
ST-717,SC-1574,SUB-1193,medium,waiting,2026-11-16
ST-718,SC-2986,SUB-2844,medium,open,2026-05-10
ST-719,SC-2795,SUB-2279,medium,open,2025-12-20
ST-720,SC-160,SUB-1859,low,open,2026-04-10
ST-721,SC-794,SUB-5244,low,OPEN,2026-08-07
ST-722,SC-1119,SUB-3197,LOW,closed,25-08-2025
ST-723,SC-1725,SUB-1342,LOW,closed,2026-05-20
ST-724,SC-1508,SUB-5831,medium,OPEN,12/04/2026
ST-725,SC-236,SUB-2183,high,resolved,02-08-2026
ST-726,SC-1603,SUB-327,high,OPEN,12/12/2025
ST-727,SC-415,SUB-4956,high,waiting,2026-09-20
ST-728,SC-547,SUB-4693,medium,resolved,06/02/2026
ST-729,SC-699,SUB-5488,urgent,waiting,2026-03-01
ST-730,SC-2583,SUB-2787,medium,closed,02/08/2026
ST-731,SC-1683,SUB-4236,LOW,open,2026-07-13
ST-732,SC-2206,SUB-5856,urgent,open,2026-12-26
ST-733,SC-524,SUB-5435,LOW,resolved,03/02/2025
ST-734,SC-2459,SUB-3771,urgent,waiting,15-12-2025
ST-735,SC-1990,SUB-4082,low,waiting,10/16/2026
ST-736,SC-2178,SUB-4977,LOW,OPEN,2026-10-06
ST-737,SC-493,SUB-5148,LOW,open,2026-03-10
ST-738,SC-761,SUB-5583,high,OPEN,23-12-2026
ST-739,SC-2771,SUB-3759,medium,open,2026-02-10
ST-740,SC-592,SUB-4290,urgent,open,2026-09-25
ST-741,SC-2025,SUB-3709,low,open,2026-01-10
ST-742,SC-90,SUB-5044,LOW,OPEN,2025-08-02
ST-743,SC-895,SUB-105,LOW,open,2026-05-10
ST-744,SC-1494,SUB-2504,medium,resolved,03/11/2025
ST-745,SC-156,SUB-3933,high,resolved,2025-06-23
ST-746,SC-1199,SUB-3822,urgent,resolved,05/14/2026
ST-747,SC-2976,SUB-5338,medium,resolved,2025-08-27
ST-748,SC-2110,SUB-3007,LOW,OPEN,2025-05-27
ST-749,SC-2260,SUB-1508,high,OPEN,11/22/2025
ST-750,SC-1637,SUB-1677,LOW,waiting,2026-07-03
ST-751,SC-1367,SUB-626,LOW,waiting,05/02/2025
ST-752,SC-2201,SUB-5438,low,OPEN,2025-08-03
ST-753,SC-943,SUB-1756,high,resolved,11/02/2026
ST-754,SC-1922,SUB-225,urgent,waiting,2026-10-22
ST-755,SC-2303,SUB-1427,high,open,2025-06-02
ST-756,SC-2752,SUB-2895,low,waiting,11-03-2026
ST-757,SC-520,SUB-4787,low,open,2026-09-03
ST-758,SC-368,SUB-2827,low,closed,2025-01-04
ST-759,SC-2012,SUB-246,high,open,2026-09-26
ST-760,SC-1578,SUB-873,low,open,2026-04-10
ST-761,SC-750,SUB-3810,low,waiting,05-10-2025
ST-762,SC-1899,SUB-5374,low,open,2026-03-10
ST-763,SC-1924,SUB-2371,urgent,resolved,09-07-2025
ST-764,SC-1416,SUB-2959,low,open,2026-02-10
ST-765,SC-695,SUB-2559,low,closed,2026-03-20
ST-766,SC-2136,SUB-503,medium,open,2026-01-10
ST-767,SC-2679,SUB-4670,high,open,2025-07-20
ST-768,SC-1622,SUB-2475,low,OPEN,11/04/2025
ST-769,SC-1872,SUB-3173,high,OPEN,11/09/2025
ST-770,SC-2670,SUB-4724,LOW,closed,08-03-2025
ST-771,SC-340,SUB-1255,medium,closed,11-11-2026
ST-772,SC-982,SUB-1011,urgent,resolved,2025-12-11
ST-773,SC-1389,SUB-3206,LOW,resolved,09/06/2026
ST-774,SC-500,SUB-1981,low,closed,08/23/2026
ST-775,SC-2996,SUB-2352,urgent,waiting,2025-07-06
ST-776,SC-1581,SUB-1100,LOW,closed,2025-07-14
ST-777,SC-2730,SUB-307,LOW,waiting,2026-05-20
ST-778,SC-2030,SUB-5056,high,waiting,2026-10-21
ST-779,SC-982,SUB-1656,high,OPEN,2025-02-13
ST-780,SC-1081,SUB-2460,medium,open,12/27/2025
ST-781,SC-1015,SUB-3876,high,waiting,09-07-2026
ST-782,SC-2352,SUB-3295,high,OPEN,09/17/2025
ST-783,SC-2494,SUB-5868,low,open,2026-05-10
ST-784,SC-1865,SUB-4521,high,open,2026-11-03
ST-785,SC-2590,SUB-2505,urgent,open,2026-04-10
ST-786,SC-2089,SUB-1425,urgent,closed,2026-08-10
ST-787,SC-198,SUB-1341,LOW,open,2026-03-10
ST-788,SC-10,SUB-1668,high,closed,2026-01-19
ST-789,SC-1121,SUB-4245,urgent,open,2026-02-10
ST-790,SC-1444,SUB-1349,LOW,OPEN,2025-09-22
ST-791,SC-2009,SUB-5533,low,waiting,09-07-2026
ST-792,SC-1188,SUB-1769,urgent,OPEN,2026-12-14
ST-793,SC-364,SUB-860,urgent,resolved,2025-08-06
ST-794,SC-550,SUB-937,urgent,OPEN,11/05/2026
ST-795,SC-2697,SUB-1878,urgent,closed,2025-02-17
ST-796,SC-2945,SUB-3456,low,closed,01/17/2025
ST-797,SC-970,SUB-1740,low,OPEN,19-04-2025
ST-798,SC-2019,SUB-2006,low,closed,2025-07-26
ST-799,SC-1905,SUB-2422,LOW,resolved,01/18/2025
ST-800,SC-1331,SUB-3296,low,open,2026-01-13
ST-801,SC-372,SUB-2606,high,OPEN,23-07-2026
ST-802,SC-2267,SUB-1168,medium,resolved,04/21/2026
ST-803,SC-710,SUB-5827,high,resolved,2025-11-19
ST-804,SC-1019,SUB-4703,LOW,closed,09/01/2026
ST-805,SC-1175,SUB-73,high,closed,05-08-2025
ST-806,SC-1797,SUB-1663,LOW,open,2026-01-10
ST-807,SC-1699,SUB-2886,low,resolved,2026-12-26
ST-808,SC-614,SUB-445,LOW,open,2026-05-10
ST-809,SC-2120,SUB-4425,medium,resolved,26-04-2026
ST-810,SC-860,SUB-2701,medium,open,2026-04-10
ST-811,SC-2588,SUB-4009,urgent,resolved,2025-04-13
ST-812,SC-1523,SUB-3677,medium,open,2026-03-10
ST-813,SC-2621,SUB-879,LOW,open,06/20/2025
ST-814,SC-1989,SUB-432,LOW,OPEN,2026-12-11
ST-815,SC-2872,SUB-1670,high,open,12/24/2025
ST-816,SC-757,SUB-5471,low,open,2026-07-08
ST-817,SC-1619,SUB-5532,high,open,02/17/2026
ST-818,SC-1074,SUB-3085,medium,closed,2025-09-09
ST-819,SC-2138,SUB-4144,high,waiting,03/10/2026
ST-820,SC-1723,SUB-5686,high,waiting,2026-02-03
ST-821,SC-2144,SUB-5943,urgent,OPEN,25-07-2025
ST-822,SC-744,SUB-5448,low,OPEN,2026-04-13
ST-823,SC-2904,SUB-1095,LOW,OPEN,2026-07-13
ST-824,SC-2514,SUB-1601,low,OPEN,04/04/2025
ST-825,SC-398,SUB-4761,low,OPEN,03/14/2026
ST-826,SC-2981,SUB-3017,medium,OPEN,12/20/2025
ST-827,SC-103,SUB-2066,LOW,resolved,2025-04-12
ST-828,SC-332,SUB-5202,medium,open,03/13/2026
ST-829,SC-892,SUB-1942,LOW,open,2026-02-10
ST-830,SC-499,SUB-563,medium,open,2025-08-03
ST-831,SC-205,SUB-1933,low,open,2026-01-10
ST-832,SC-2376,SUB-4118,urgent,waiting,01/17/2025
ST-833,SC-613,SUB-430,LOW,open,2026-05-10
ST-834,SC-2307,SUB-232,low,OPEN,05-11-2025
ST-835,SC-2934,SUB-4298,high,open,2026-04-10
ST-836,SC-1412,SUB-4711,high,closed,05/05/2025
ST-837,SC-1728,SUB-1958,urgent,OPEN,26-12-2025
ST-838,SC-2049,SUB-5513,medium,open,2025-11-20
ST-839,SC-556,SUB-4609,low,OPEN,2026-07-09
ST-840,SC-537,SUB-1851,LOW,closed,01/04/2026
ST-841,SC-1742,SUB-4612,high,OPEN,07-05-2026
ST-842,SC-2687,SUB-2941,medium,resolved,2025-11-27
ST-843,SC-607,SUB-4090,high,closed,18-11-2025
ST-844,SC-2835,SUB-557,high,open,11/07/2025
ST-845,SC-56,SUB-2082,medium,resolved,2026-06-02
ST-846,SC-1857,SUB-673,LOW,OPEN,11/04/2026
ST-847,SC-2762,SUB-3864,LOW,closed,26-02-2026
ST-848,SC-99,SUB-2621,high,waiting,2026-04-04
ST-849,SC-1926,SUB-119,LOW,waiting,12/21/2025
ST-850,SC-772,SUB-3897,low,resolved,2025-09-12
ST-851,SC-634,SUB-4535,LOW,closed,2025-02-10
ST-852,SC-2148,SUB-4714,high,open,2026-03-10
ST-853,SC-1262,SUB-2443,medium,open,07/20/2026
ST-854,SC-1427,SUB-2457,urgent,open,2026-02-10
ST-855,SC-2701,SUB-4515,medium,OPEN,18-05-2026
ST-856,SC-755,SUB-1672,high,open,2026-01-10
ST-857,SC-2050,SUB-1466,low,OPEN,06/09/2026
ST-858,SC-1808,SUB-63,urgent,open,2026-05-10
ST-859,SC-1259,SUB-2237,LOW,resolved,07/22/2026
ST-860,SC-1644,SUB-2235,urgent,OPEN,15-11-2025
ST-861,SC-770,SUB-1987,high,OPEN,10/07/2025
ST-862,SC-1833,SUB-2156,low,closed,2026-08-10
ST-863,SC-1538,SUB-4234,high,waiting,2025-08-01
ST-864,SC-2180,SUB-814,low,OPEN,2026-12-19
ST-865,SC-2330,SUB-2106,high,closed,2025-06-15
ST-866,SC-776,SUB-311,low,OPEN,05/23/2026
ST-867,SC-593,SUB-4170,high,closed,04/12/2026
ST-868,SC-2920,SUB-4859,LOW,OPEN,2025-02-23
ST-869,SC-757,SUB-2938,urgent,waiting,2025-12-12
ST-870,SC-151,SUB-4859,high,closed,03/13/2026
ST-871,SC-1331,SUB-3024,urgent,open,2025-12-21
ST-872,SC-750,SUB-4253,low,open,2026-04-11
ST-873,SC-2,SUB-4729,medium,open,2025-09-05
ST-874,SC-1990,SUB-4108,medium,resolved,08/24/2025
ST-875,SC-2758,SUB-223,low,open,2026-04-10
ST-876,SC-1284,SUB-2777,LOW,waiting,2026-05-24
ST-877,SC-2668,SUB-4327,medium,open,2026-03-10
ST-878,SC-1090,SUB-3123,high,waiting,06/11/2026
ST-879,SC-2283,SUB-4921,medium,open,2026-02-10
ST-880,SC-1347,SUB-434,urgent,waiting,09/16/2025
ST-881,SC-1857,SUB-4057,LOW,open,2026-01-10
ST-882,SC-1197,SUB-770,urgent,waiting,2025-08-17
ST-883,SC-1515,SUB-2319,LOW,resolved,2025-02-19
ST-884,SC-1585,SUB-4760,LOW,closed,03/04/2025
ST-885,SC-1975,SUB-4971,LOW,closed,20-06-2026
ST-886,SC-2833,SUB-4695,LOW,open,07/22/2026
ST-887,SC-392,SUB-2907,low,closed,2025-01-02
ST-888,SC-1279,SUB-4079,LOW,open,2026-12-13
ST-889,SC-1922,SUB-2526,low,waiting,2026-02-28
ST-890,SC-1521,SUB-5558,low,waiting,20-10-2026
ST-891,SC-147,SUB-1178,LOW,waiting,09/07/2026
ST-892,SC-2037,SUB-316,urgent,closed,2026-05-13
ST-893,SC-461,SUB-4855,medium,open,2025-06-06
ST-894,SC-748,SUB-409,high,waiting,2025-06-15
ST-895,SC-601,SUB-2590,low,resolved,08/02/2026
ST-896,SC-593,SUB-2342,LOW,open,2025-12-06
ST-897,SC-1438,SUB-5590,high,OPEN,11/17/2026
ST-898,SC-2585,SUB-435,LOW,open,2026-05-10
ST-899,SC-2074,SUB-4169,medium,waiting,2026-03-28
ST-900,SC-2551,SUB-3021,urgent,open,2026-04-10
ST-901,SC-1255,SUB-4984,high,open,2026-10-12
ST-902,SC-258,SUB-1726,high,open,2026-03-10
ST-903,SC-2269,SUB-1953,urgent,open,21-07-2026
ST-904,SC-2940,SUB-2375,LOW,open,2026-02-10
ST-905,SC-2906,SUB-1186,high,OPEN,2025-06-23
